Month_code,item_name,consumed-stock_amount,Total Sales[POS Sales less GST + Swiggy to Loocos],consumed-stock_amount%
2025-07,Tandoori Tikka Marinade 500Grm,1150.0,470467.1,0.24
2025-07,Tandoori mix Masala,-581.0,470467.1,-0.12
2025-07,Tissue,-54.0,470467.1,-0.01
2025-07,Tropicana Guava Delight 500ml,204.08,470467.1,0.04
2025-07,Vanilla Ice-cream,1088.0,470467.1,0.23
2025-07,Vanilla Ice-cream 4ltr,1496.0,470467.1,0.32
2025-07,Veeba Eggless Mayonise Chef 1KG,1050.0,470467.1,0.22
2025-07,Veeba Gouda Flavoured Dressing,1010.0,470467.1,0.21
2025-07,Veeba Ketchup Sachet,1601.3999999999999,470467.1,0.34
2025-07,Veeba Makhani Gravy 1KG,448.0,470467.1,0.1
2025-07,Veeba Pasta & Pizza Sauce 1KG,1102.08,470467.1,0.23
2025-07,Veeba T. Ketchup 1.2KG,420.0,470467.1,0.09
2025-07,Veeba ThousandIsland Dressing 1KG,375.2,470467.1,0.08
2025-07,Veg burger pattis,312.0,470467.1,0.07
2025-07,Wooden Fork-160mm,40.0,470467.1,0.01
2025-07,Zippy  B.Fast Sausage ,1034.04,470467.1,0.22
2025-07,Zippy Chicken Salami,494.28,470467.1,0.11
2025-07,bbq mix,2325.0,470467.1,0.49
2025-07,bio covers,-225.0,470467.1,-0.05
2025-07,bio glass,-80.0,470467.1,-0.02
2025-07,black olive slice Habit,1746.3599999999997,470467.1,0.37
2025-07,bonless chicken,2482.5,470467.1,0.53
2025-07,burger buns,416.0,470467.1,0.09
2025-07,butter,760.0,470467.1,0.16
2025-07,chicken kheema masala,1300.0,470467.1,0.28
2025-07,chicken pepperoni,583.8800000000001,470467.1,0.12
2025-07,chicken pop corn sneha,193.2,470467.1,0.04
2025-07,chilly flakes 500gm,243.75,470467.1,0.05
2025-07,chilly flakes sachet,586.56,470467.1,0.12
2025-07,chilly garlic spread,510.0,470467.1,0.11
2025-07,colby cheese 1 kg,2537.92,470467.1,0.54
2025-07,curd,30.0,470467.1,0.01
2025-07,curd local,30.0,470467.1,0.01
2025-07,dew 750 ml,-68.74,470467.1,-0.01
2025-07,dew can300ml,-788.67,470467.1,-0.17
2025-07,dynamic cheddar block,166.20000000000005,470467.1,0.04
2025-07,dynamic diced mozerella,36524.57,470467.1,7.76
2025-07,dynamix shredded cheese,-8393.75,470467.1,-1.78
2025-07,egg 7,70.0,470467.1,0.01
2025-07,eng veg,1066.68,470467.1,0.23
2025-07,french fry hungritos 2.5kg,6077.67,470467.1,1.29
2025-07,fruits,1256.01,470467.1,0.27
2025-07,garam masala,40.0,470467.1,0.01
2025-07,grocery,27326.059999999998,470467.1,5.81
2025-07,habit baby corn,216.0,470467.1,0.05
2025-07,habit olive oil,738.0,470467.1,0.16
2025-07,ice cube/80,160.0,470467.1,0.03
2025-07,makhni gravy,-224.0,470467.1,-0.05
2025-07,malas butterscotch crush,128.7,470467.1,0.03
2025-07,mexican mix,1783.5,470467.1,0.38
2025-07,milk,725.0,470467.1,0.15
2025-07,milky mist butter 500gm,624.5,470467.1,0.13
2025-07,oil,136.5,470467.1,0.03
2025-07,paneer tikka powder,675.0,470467.1,0.14
2025-07,pepsi 1 ltr,842.46,470467.1,0.18
2025-07,pepsi can 330ml,308.61,470467.1,0.07
2025-07,pepsi can300ml,0.0,470467.1,0.0
2025-07,pizza sauce,-720.0,470467.1,-0.15
2025-07,potato wedges,520.58,470467.1,0.11
2025-07,red paprika habit,402.48,470467.1,0.09
2025-07,slice cheese,1537.1400000000003,470467.1,0.33
2025-07,slice mango 600ml,-721.6,470467.1,-0.15
2025-07,sneha chi burgar pattis,1274.1,470467.1,0.27
2025-07,sneha chi nuggets,1214.4,470467.1,0.26
2025-07,staff chicken,619.5,470467.1,0.13
2025-07,staff rice,-73.0,470467.1,-0.02
2025-07,straw,0.0,470467.1,0.0
2025-07,sweet corn 1kg,1560.0,470467.1,0.33
2025-07,tandoori mayonise,260.0,470467.1,0.06
2025-07,tandoori tikka powder,1150.0,470467.1,0.24
2025-07,tomato,670.0,470467.1,0.14
2025-07,tomato ketchup 1.2 bottle,110.0,470467.1,0.02
2025-07,veeba pizza pasta sauce,1158.06,470467.1,0.25
2025-07,vegetables,6412.1,470467.1,1.36
2025-07,wodden spoon,-85.8,470467.1,-0.02
2025-06, dry yeast 500 gm,696.0,403429.0,0.17
2025-06,7UP 750ml Pet,895.6300000000001,403429.0,0.22
2025-06,7up 1 ltr,576.4200000000001,403429.0,0.14
2025-06,7up 250ml Pet,857.5,403429.0,0.21
2025-06,Aqua Fina Mineral Water 1Ltr,137.28,403429.0,0.03
2025-06,Aromat Seasoning Powder,103.2,403429.0,0.03
2025-06,BBQ Mix Masala,558.0,403429.0,0.14
2025-06,Berry Fresh Chicku Pulp,84.0,403429.0,0.02
2025-06,Berry Fresh Tender Coconut Pulp,740.0,403429.0,0.18
2025-06,Berry Fresh Tender Coconut Pulp 2kg,-777.0,403429.0,-0.19
2025-06,Boneless Chicken,106.00999999999999,403429.0,0.03
2025-06,Bread Premix,-302.4,403429.0,-0.07
2025-06,Brownie,1155.0,403429.0,0.29
2025-06,Butter,380.0,403429.0,0.09
2025-06,Butter Scotch Ice-cream,541.1,403429.0,0.13
2025-06,CHILLY FLAKES SACHET 0.8GM,553.8,403429.0,0.14
2025-06,Chettinad Mix,-943.95,403429.0,-0.23
2025-06,Chicken Sausage,564.0,403429.0,0.14
2025-06,Chicken burger pattis,250.39999999999998,403429.0,0.06
2025-06,Chilli Flakes,81.4,403429.0,0.02
2025-06,Chocolate Ice-cream 4ltr,2040.0,403429.0,0.51
2025-06,Corn Meal - MAKKA RAVA,110.0,403429.0,0.03
2025-06,DVC BLUE OCCEAN FLV SYRUP 750ML,363.44000000000005,403429.0,0.09
2025-06,DVC Bubblegum Syrup Syrup 750 ml,50.74000000000001,403429.0,0.01
2025-06,DVC Cucumber Syrup 750 ml,0.0,403429.0,0.0
2025-06,DVC Green Apple 750 ML,467.28,403429.0,0.12
2025-06,DVC Mango Beverage Blend Syrup 750 ml,76.45999999999998,403429.0,0.02
2025-06,DVC Mint Flavoured Syrup 750 ml,-1167.02,403429.0,-0.29
2025-06,DVC Mixed Berry Beverage Blend Syrup 750 ml,0.0,403429.0,0.0
2025-06,DVC PASSION FRUIT FLV SYRUP 750ML,1674.42,403429.0,0.42
2025-06,DVC Passion Fruit 750ML,-1246.08,403429.0,-0.31
2025-06,DVC Peach Garden Syrup Syrup 750 ml,24.420000000000016,403429.0,0.01
2025-06,DVC Strawberry Syrup 750 ml,507.4,403429.0,0.13
2025-06,DVC Strawberry Syrup Syrup 750 ml,48.849999999999966,403429.0,0.01
2025-06,DVC Watermelon Syrup 750 ml,101.48000000000002,403429.0,0.03
2025-06,Dew 250ml Pet,227.5,403429.0,0.06
2025-06,Dew 750ml Pet,-549.92,403429.0,-0.14
2025-06,Dew can 300ml,342.9,403429.0,0.08
2025-06,Dip Bowl,200.0,403429.0,0.05
2025-06,French Fries Box,567.0999999999999,403429.0,0.14
2025-06,Frozen Sweet Corn-Pal Fresh 500gm,1200.0,403429.0,0.3
2025-06,G.Crown Mushroom Slice 800g,2575.0,403429.0,0.64
2025-06,GO-Monterey Jack Cheese-2kg,1163.0,403429.0,0.29
2025-06,Garlic Bread Box,240.0,403429.0,0.06
2025-06,Gas-LPG-HPCL,11535.0,403429.0,2.86
2025-06,Green Peas,47.0,403429.0,0.01
2025-06,HABIT JALAPENO SLICES 2.9 KG,736.4000000000001,403429.0,0.18
2025-06,Herb Mix Masla,1694.8,403429.0,0.42
2025-06,Honey,0.0,403429.0,0.0
2025-06,Honey mustard dressing,226.0,403429.0,0.06
2025-06,KOT Printing Rolls,400.0,403429.0,0.1
2025-06,Lamp Pepperoni,-246.1199999999999,403429.0,-0.06
2025-06,Large Pizza Box,1514.6999999999998,403429.0,0.38
2025-06,Lehar Soda,609.02,403429.0,0.15
2025-06,Maida yamuna,7335.200000000001,403429.0,1.82
2025-06,Malas Chocolate Sauce 5 ltr,0.0,403429.0,0.0
2025-06,Mayonise premium,320.0,403429.0,0.08
2025-06,Medium Pizza Box,1470.0,403429.0,0.36
2025-06,Mexican Masala,871.5,403429.0,0.22
2025-06,Mini Burger Box,600.0,403429.0,0.15
2025-06,Mixed Herb Loose,60.48,403429.0,0.01
2025-06,Mojito Menta Cubano,2180.64,403429.0,0.54
2025-06,Moktails Glass,-768.0,403429.0,-0.19
2025-06,Mustard Oil,50.4,403429.0,0.01
2025-06,OREGANO SACHET 0.8GM,880.0,403429.0,0.22
2025-06,Oregano Sprinkler 500g,659.3599999999999,403429.0,0.16
2025-06,POTATO POPS,0.0,403429.0,0.0
2025-06,Paneer,290.0,403429.0,0.07
2025-06,Paneer tikka masala,562.5,403429.0,0.14
2025-06,Paper Glass,200.0,403429.0,0.05
2025-06,Pasta Container Black,903.9499999999998,403429.0,0.22
2025-06,Pepsi 250ml Pet,2065.0,403429.0,0.51
2025-06,Pepsi 750ml Pet,790.5099999999999,403429.0,0.2
2025-06,Pineapple slice-Tajir Habit-850g,110.25,403429.0,0.03
2025-06,Piri Piri Marinade 1KG,190.21000000000004,403429.0,0.05
2025-06,Pizza Premix,1512.0,403429.0,0.37
2025-06,Pizza sauce premix,325.0,403429.0,0.08
2025-06,Processed cheese block,837.0,403429.0,0.21
2025-06,Puramate Basil 250g Pouch,195.0,403429.0,0.05
2025-06,Puramate Basil 250g Pouch,-195.0,403429.0,-0.05
2025-06,Puramate Pasta-Gomiti Rigate - macroni - 500g,208.64999999999998,403429.0,0.05
2025-06,Puramate Pasta-Penne Rigatte 500g,556.4000000000001,403429.0,0.14
2025-06,Regular Pizza Box,3587.0,403429.0,0.89
2025-06,Richs versatie cream,2331.3400000000006,403429.0,0.58
2025-06,Salad Bowl 250ml,2425.5,403429.0,0.6
2025-06,Salad Bowl 500ml,-1781.6,403429.0,-0.44
2025-06,Schezwan sauce,182.0,403429.0,0.05
2025-06,Slice Mango 250ml pet,141.36,403429.0,0.04
2025-06,Slice Mango 600ml pet,-502.08,403429.0,-0.12
2025-06,Strawberry sause 750,-71.5,403429.0,-0.02
2025-06,Strawberry-Ice cream,188.70000000000005,403429.0,0.05
2025-06,Tandoori Tikka Marinade 500Grm,0.0,403429.0,0.0
2025-06,Tandoori mix Masala,1618.5,403429.0,0.4
2025-06,Tissue,-126.0,403429.0,-0.03
2025-06,Tripod,675.0,403429.0,0.17
2025-06,Tropicana Guava Delight 500ml,306.12,403429.0,0.08
2025-06,Vanilla Ice-cream,1088.0,403429.0,0.27
2025-06,Vanilla Ice-cream 4ltr,2040.0,403429.0,0.51
2025-06,Veeba Eggless Mayonise Chef 1KG,1200.0,403429.0,0.3
2025-06,Veeba Gouda Flavoured Dressing,1010.0,403429.0,0.25
2025-06,Veeba Ketchup Sachet,1893.8,403429.0,0.47
2025-06,Veeba Pasta & Pizza Sauce 1KG,-1102.08,403429.0,-0.27
2025-06,Veeba ThousandIsland Dressing 1KG,0.0,403429.0,0.0
2025-06,Veg burger pattis,240.0,403429.0,0.06
2025-06,Wooden Fork-160mm,-40.0,403429.0,-0.01
2025-06,Zippy  B.Fast Sausage ,-295.43999999999994,403429.0,-0.07
2025-06,Zippy Chicken Salami,493.9200000000001,403429.0,0.12
2025-06,bio cover,300.0,403429.0,0.07
2025-06,bio covers,-150.0,403429.0,-0.04
2025-06,bio glass,80.0,403429.0,0.02
2025-06,black olive slice Habit,1552.32,403429.0,0.38
2025-06,bonless chicken,18040.54,403429.0,4.47
2025-06,burger bun 4,96.0,403429.0,0.02
2025-06,burger buns,416.0,403429.0,0.1
2025-06,butter,760.0,403429.0,0.19
2025-06,chicken kheema masala,-877.5,403429.0,-0.22
2025-06,chicken masala,54.0,403429.0,0.01
2025-06,chicken pepperoni,194.6199999999999,403429.0,0.05
2025-06,chicken pop corn sneha,27.600000000000023,403429.0,0.01
2025-06,chilly flakes 500gm,-48.75,403429.0,-0.01
2025-06,chilly flakes sachet,0.0,403429.0,0.0
2025-06,chilly garlic spread,170.0,403429.0,0.04
2025-06,colby cheese 1 kg,-2537.92,403429.0,-0.63
2025-06,dew 750 ml,1409.17,403429.0,0.35
2025-06,dynamic cheddar block,221.5999999999999,403429.0,0.05
2025-06,dynamic diced mozerella,23008.29,403429.0,5.7
2025-06,egg 7,350.0,403429.0,0.09
2025-06,eng veg,2990.6500000000005,403429.0,0.74
2025-06,french fry hungritos 2.5kg,5600.99,403429.0,1.39
2025-06,fruits,170.01,403429.0,0.04
2025-06,garlic,640.0,403429.0,0.16
2025-06,grocery,20080.8,403429.0,4.98
2025-06,habit baby corn,216.0,403429.0,0.05
2025-06,habit olive oil,738.0,403429.0,0.18
2025-06,ice cube/80,-80.0,403429.0,-0.02
2025-06,makhni gravy,672.0,403429.0,0.17
2025-06,malas butterscotch crush,14.300000000000011,403429.0,0.0
2025-06,mexican mix,870.0,403429.0,0.22
2025-06,milk,1250.0,403429.0,0.31
2025-06,oil,682.5,403429.0,0.17
2025-06,paneer tikka powder,-2592.0,403429.0,-0.64
2025-06,pepsi 1 ltr,1064.16,403429.0,0.26
2025-06,pepsi can 330ml,514.35,403429.0,0.13
2025-06,pizza sauce,-360.0,403429.0,-0.09
2025-06,potato wedges,185.92000000000007,403429.0,0.05
2025-06,red paprika habit,402.48,403429.0,0.1
2025-06,slice 600ml pet,1046.32,403429.0,0.26
2025-06,slice cheese,1257.66,403429.0,0.31
2025-06,sneha chi burgar pattis,1581.47,403429.0,0.39
2025-06,sneha chi nuggets,717.6,403429.0,0.18
2025-06,staff chicken,322.5,403429.0,0.08
2025-06,staff rice,73.0,403429.0,0.02
2025-06,staff rice 26kg,1349.92,403429.0,0.33
2025-06,straw,-120.0,403429.0,-0.03
2025-06,sweet corn 1kg,-260.0,403429.0,-0.06
2025-06,tandoori mayonise,520.0,403429.0,0.13
2025-06,tandoori tikka powder,-2300.0,403429.0,-0.57
2025-06,tomato,240.0,403429.0,0.06
2025-06,tomato ketchup 1.2 bottle,770.0,403429.0,0.19
2025-06,veeba pizza pasta sauce,3088.16,403429.0,0.77
2025-06,vegetables,5341.42,403429.0,1.32
2025-06,wodden spoon,-44.2,403429.0,-0.01
2025-06,wooden fork,294.1,403429.0,0.07
2025-05, dry yeast 500 gm,174.0,517650.44999999995,0.03
2025-05,7UP 750ml Pet,-930.0,517650.44999999995,-0.18
2025-05,7up 1 ltr,487.74,517650.44999999995,0.09
2025-05,7up 250ml Pet,-472.5,517650.44999999995,-0.09
2025-05,7up zero sugar 400ml,525.0,517650.44999999995,0.1
2025-05,7up750mlpet,2596.25,517650.44999999995,0.5
2025-05,Aqua Fina Mineral Water 1Ltr,448.32,517650.44999999995,0.09
2025-05,Aromat Seasoning Powder,172.0,517650.44999999995,0.03
2025-05,BASIL,204.0,517650.44999999995,0.04
2025-05,BBQ Mix Masala,-3255.0,517650.44999999995,-0.63
2025-05,Berry Fresh Chicku Pulp,140.0,517650.44999999995,0.03
2025-05,Berry Fresh Tender Coconut Pulp,0.0,517650.44999999995,0.0
2025-05,Berry Fresh Tender Coconut Pulp 2kg,1332.0,517650.44999999995,0.26
2025-05,Boneless Chicken,4337.0,517650.44999999995,0.84
2025-05,Bread Premix,75.60000000000002,517650.44999999995,0.01
2025-05,Brownie,1540.0,517650.44999999995,0.3
2025-05,Butter,760.0,517650.44999999995,0.15
2025-05,Butter,-190.0,517650.44999999995,-0.04
2025-05,Butter Scotch Ice-cream,309.20000000000005,517650.44999999995,0.06
2025-05,Butter Scotch Sauce 750ml,157.3,517650.44999999995,0.03
2025-05,CHILLY FLAKES SACHET 0.8GM,97.24,517650.44999999995,0.02
2025-05,Chettinad Mix,-292.94999999999993,517650.44999999995,-0.06
2025-05,Chicken Kheema  Masala,911.4,517650.44999999995,0.18
2025-05,Chicken Sausage,564.0,517650.44999999995,0.11
2025-05,Chicken burger pattis,-281.69999999999993,517650.44999999995,-0.05
2025-05,Chilli Flakes,-81.4,517650.44999999995,-0.02
2025-05,Chocolate Ice-cream,1085.0,517650.44999999995,0.21
2025-05,Chocolate Ice-cream 4ltr,-1224.0,517650.44999999995,-0.24
2025-05,Corn Meal - MAKKA RAVA,-165.0,517650.44999999995,-0.03
2025-05,DVC BLUE OCCEAN FLV SYRUP 750ML,385.8600000000001,517650.44999999995,0.07
2025-05,DVC Bubblegum Syrup Syrup 750 ml,0.0,517650.44999999995,0.0
2025-05,DVC Cucumber Syrup 750 ml,0.0,517650.44999999995,0.0
2025-05,DVC Green Apple 750 ML,541.6200000000001,517650.44999999995,0.1
2025-05,DVC Mango Beverage Blend Syrup 750 ml,-229.39,517650.44999999995,-0.04
2025-05,DVC Mixed Berry Beverage Blend Syrup 750 ml,-828.0,517650.44999999995,-0.16
2025-05,DVC PASSION FRUIT FLV SYRUP 750ML,-608.8800000000001,517650.44999999995,-0.12
2025-05,DVC Passion Fruit 750ML,1038.4,517650.44999999995,0.2
2025-05,DVC Peach Garden Syrup Syrup 750 ml,-415.24,517650.44999999995,-0.08
2025-05,DVC Peach GardenSyrup 750 ml,424.0,517650.44999999995,0.08
2025-05,DVC Strawberry Syrup 750 ml,-507.4,517650.44999999995,-0.1
2025-05,DVC Strawberry Syrup Syrup 750 ml,293.11,517650.44999999995,0.06
2025-05,DVC Watermelon Syrup 750 ml,202.95999999999998,517650.44999999995,0.04
2025-05,Dew 250ml Pet,297.5,517650.44999999995,0.06
2025-05,Dew 330 ml can,102.87,517650.44999999995,0.02
2025-05,Dew 750ml Pet,1793.63,517650.44999999995,0.35
2025-05,Dew can 300ml,480.06000000000006,517650.44999999995,0.09
2025-05,Dip Bowl,-146.0,517650.44999999995,-0.03
2025-05,Dried Yeast,679.96,517650.44999999995,0.13
2025-05,French Fries Box,358.44999999999993,517650.44999999995,0.07
2025-05,Frozen Sweet Corn-Pal Fresh,520.0,517650.44999999995,0.1
2025-05,Frozen Sweet Corn-Pal Fresh 500gm,600.0,517650.44999999995,0.12
2025-05,G.Crown Mushroom Slice 800g,1545.0,517650.44999999995,0.3
2025-05,Garlic Bread Box,390.0,517650.44999999995,0.08
2025-05,Gas-LPG-HPCL,17005.0,517650.44999999995,3.29
2025-05,Green Peas,-32.5,517650.44999999995,-0.01
2025-05,HABIT JALAPENO SLICES 2.9 KG,1187.1999999999998,517650.44999999995,0.23
2025-05,Herb Mix Masla,892.0,517650.44999999995,0.17
2025-05,Honey,195.2,517650.44999999995,0.04
2025-05,Honey mustard dressing,452.0,517650.44999999995,0.09
2025-05,KOT Printing Rolls,-1300.0,517650.44999999995,-0.25
2025-05,Lamp Pepperoni,537.0,517650.44999999995,0.1
2025-05,Large Pizza Box,2465.1000000000004,517650.44999999995,0.48
2025-05,Lehar Soda,609.02,517650.44999999995,0.12
2025-05,Maida yamuna,9108.8,517650.44999999995,1.76
2025-05,Malas Chocolate Sauce 5 ltr,2650.0,517650.44999999995,0.51
2025-05,Mango Crush Sauce 750ml Malas,420.08,517650.44999999995,0.08
2025-05,Mayonise premium,453.6,517650.44999999995,0.09
2025-05,Medium Pizza Box,2560.0,517650.44999999995,0.49
2025-05,Mexican Masala,-1245.0,517650.44999999995,-0.24
2025-05,Milkymist Cheese BLock 1KG,1116.0,517650.44999999995,0.22
2025-05,Mini Burger Box,600.0,517650.44999999995,0.12
2025-05,Mixed Herb Loose,-60.48,517650.44999999995,-0.01
2025-05,Mojito Menta Cubano,1344.0200000000004,517650.44999999995,0.26
2025-05,Moktails Glass,720.0,517650.44999999995,0.14
2025-05,Mustard Oil,-84.0,517650.44999999995,-0.02
2025-05,OREGANO SACHET 0.8GM,0.0,517650.44999999995,0.0
2025-05,Oregano Sprinkler 500g,758.26,517650.44999999995,0.15
2025-05,POTATO POPS,0.0,517650.44999999995,0.0
2025-05,Paneer,870.0,517650.44999999995,0.17
2025-05,Paneer tikka masala,-562.5,517650.44999999995,-0.11
2025-05,Paper Glass,-200.0,517650.44999999995,-0.04
2025-05,Pasta Container Black,1011.3500000000004,517650.44999999995,0.2
2025-05,Pepsi 250ml Pet,1907.5,517650.44999999995,0.37
2025-05,Pepsi 750ml Pet,1924.72,517650.44999999995,0.37
2025-05,Pineapple slice-Tajir Habit-850g,110.25,517650.44999999995,0.02
2025-05,Piri Piri Marinade 1KG,417.52,517650.44999999995,0.08
2025-05,Pizza Premix,6300.0,517650.44999999995,1.22
2025-05,Pizza sauce premix,325.0,517650.44999999995,0.06
2025-05,Processed cheese block,829.8000000000002,517650.44999999995,0.16
2025-05,Puramate Basil 250g Pouch,-195.0,517650.44999999995,-0.04
2025-05,Puramate Pasta-Gomiti Rigate - macroni - 500g,278.2,517650.44999999995,0.05
2025-05,Puramate Pasta-Penne Rigatte 500g,625.95,517650.44999999995,0.12
2025-05,Regular Pizza Box,4309.5,517650.44999999995,0.83
2025-05,Richs versatie cream,2331.34,517650.44999999995,0.45
2025-05,Salad Bowl 250ml,-2068.5,517650.44999999995,-0.4
2025-05,Salad Bowl 500ml,2947.5,517650.44999999995,0.57
2025-05,Schezwan sauce,182.0,517650.44999999995,0.04
2025-05,Slice Mango 250ml pet,388.74,517650.44999999995,0.08
2025-05,Slice Mango 600ml pet,188.28,517650.44999999995,0.04
2025-05,Strawberry sause 750,143.0,517650.44999999995,0.03
2025-05,Strawberry-Ice cream,125.79999999999995,517650.44999999995,0.02
2025-05,Sugar,90.0,517650.44999999995,0.02
2025-05,Tandoori Tikka Marinade 500Grm,0.0,517650.44999999995,0.0
2025-05,Tandoori mix Masala,249.0,517650.44999999995,0.05
2025-05,Tissue,144.0,517650.44999999995,0.03
2025-05,Tripod,405.0,517650.44999999995,0.08
2025-05,Tropicana Guava Delight 500ml,484.69,517650.44999999995,0.09
2025-05,Vanilla Ice-cream,1088.0,517650.44999999995,0.21
2025-05,Vanilla Ice-cream 4ltr,2556.8,517650.44999999995,0.49
2025-05,Veeba Eggless Mayonise Chef 1KG,1050.0,517650.44999999995,0.2
2025-05,Veeba Gouda Flavoured Dressing,1568.0,517650.44999999995,0.3
2025-05,Veeba Gouda Flavoured Dressing,-606.0,517650.44999999995,-0.12
2025-05,Veeba Ketchup Sachet,2040.0,517650.44999999995,0.39
2025-05,Veeba T. Ketchup 1.2KG,945.0,517650.44999999995,0.18
2025-05,Veeba ThousandIsland Dressing 1KG,750.4,517650.44999999995,0.14
2025-05,Veg burger pattis,168.0,517650.44999999995,0.03
2025-05,Zippy  B.Fast Sausage ,-206.81000000000006,517650.44999999995,-0.04
2025-05,Zippy Chicken Salami,493.91999999999985,517650.44999999995,0.1
2025-05,bbq mix,4650.0,517650.44999999995,0.9
2025-05,bio covers,1065.0,517650.44999999995,0.21
2025-05,bio cup,100.0,517650.44999999995,0.02
2025-05,black olive slice Habit,1358.28,517650.44999999995,0.26
2025-05,bonless chicken,19132.9,517650.44999999995,3.7
2025-05,burger buns,416.0,517650.44999999995,0.08
2025-05,butter,2280.0,517650.44999999995,0.44
2025-05,canvill button mushroom,2717.0,517650.44999999995,0.52
2025-05,capsicum,70.0,517650.44999999995,0.01
2025-05,chicken kheema masala,-747.5,517650.44999999995,-0.14
2025-05,chicken pepperoni,519.0,517650.44999999995,0.1
2025-05,chicken pop corn sneha,616.0,517650.44999999995,0.12
2025-05,chilly flakes 500gm,150.0,517650.44999999995,0.03
2025-05,chilly flakes sachet,520.0,517650.44999999995,0.1
2025-05,chilly garlic spread,170.0,517650.44999999995,0.03
2025-05,colby cheese 1 kg,1078.62,517650.44999999995,0.21
2025-05,dew 750 ml,-584.29,517650.44999999995,-0.11
2025-05,dynamic cheddar block,166.20000000000005,517650.44999999995,0.03
2025-05,dynamic diced mozerella,24451.780000000002,517650.44999999995,4.72
2025-05,egg 6,180.0,517650.44999999995,0.03
2025-05,egg 7,70.0,517650.44999999995,0.01
2025-05,eng veg,3195.47,517650.44999999995,0.62
2025-05,fish finger,297.36,517650.44999999995,0.06
2025-05,french fry hungritos 2.5kg,6256.419999999999,517650.44999999995,1.21
2025-05,fruits,320.0,517650.44999999995,0.06
2025-05,garam masala,30.0,517650.44999999995,0.01
2025-05,garlic,0.0,517650.44999999995,0.0
2025-05,grocery,20993.37,517650.44999999995,4.06
2025-05,habit baby corn,540.0,517650.44999999995,0.1
2025-05,habit olive oil,819.0,517650.44999999995,0.16
2025-05,ice cube/80,80.0,517650.44999999995,0.02
2025-05,makhni gravy,336.0,517650.44999999995,0.06
2025-05,malas butterscotch crush,-143.0,517650.44999999995,-0.03
2025-05,mexican mix,4045.5,517650.44999999995,0.78
2025-05,milk,650.0,517650.44999999995,0.13
2025-05,milk 28 milma,336.0,517650.44999999995,0.06
2025-05,mustard oil,49.6,517650.44999999995,0.01
2025-05,oil,682.5,517650.44999999995,0.13
2025-05,paneer,580.0,517650.44999999995,0.11
2025-05,paneer tikka powder,792.0,517650.44999999995,0.15
2025-05,pepsi 1 ltr,1330.2000000000003,517650.44999999995,0.26
2025-05,pepsi can 330ml,171.45000000000005,517650.44999999995,0.03
2025-05,pepsi diet 400ml,525.0,517650.44999999995,0.1
2025-05,pizza sauce,480.0,517650.44999999995,0.09
2025-05,potato wedges,780.86,517650.44999999995,0.15
2025-05,red paprika habit,804.96,517650.44999999995,0.16
2025-05,slice 600ml pet,-180.39999999999998,517650.44999999995,-0.03
2025-05,slice cheese,1479.6,517650.44999999995,0.29
2025-05,sneha chi burgar pattis,2057.2,517650.44999999995,0.4
2025-05,sneha chi nuggets,1570.8200000000002,517650.44999999995,0.3
2025-05,staff chicken,900.0,517650.44999999995,0.17
2025-05,staff rice,-730.0,517650.44999999995,-0.14
2025-05,staff rice 26kg,1380.08,517650.44999999995,0.27
2025-05,straw,60.0,517650.44999999995,0.01
2025-05,tandoori mayonise,390.0,517650.44999999995,0.08
2025-05,tomato,440.0,517650.44999999995,0.08
2025-05,tomato ketchup 1.2 bottle,-330.0,517650.44999999995,-0.06
2025-05,veeba pizza pasta sauce,2316.12,517650.44999999995,0.45
2025-05,vegetable n fruit,400.0,517650.44999999995,0.08
2025-05,vegetables,6266.27,517650.44999999995,1.21
2025-05,wodden spoon,65.0,517650.44999999995,0.01
2025-05,wooden fork,-209.10000000000002,517650.44999999995,-0.04
2025-04, dry yeast 500 gm,1165.8,523213.8,0.22
2025-04,7up 1 ltr,798.12,523213.8,0.15
2025-04,7up 250ml Pet,1050.0,523213.8,0.2
2025-04,7up pet 750ml,930.0,523213.8,0.18
2025-04,7up750mlpet,-2596.25,523213.8,-0.5
2025-04,Aqua Fina Mineral Water 1Ltr,454.08000000000004,523213.8,0.09
2025-04,Aromat Seasoning Powder,-120.4,523213.8,-0.02
2025-04,BASIL,-204.0,523213.8,-0.04
2025-04,BBQ Mix Masala,2790.0,523213.8,0.53
2025-04,Berry Fresh Chicku Pulp,1120.0,523213.8,0.21
2025-04,Berry Fresh Tender Coconut Pulp,1480.0,523213.8,0.28
2025-04,Berry Fresh Tender Coconut Pulp 2kg,-1332.0,523213.8,-0.25
2025-04,Boneless Chicken,768.99,523213.8,0.15
2025-04,Bread Premix,-327.6,523213.8,-0.06
2025-04,Brownie,1925.0,523213.8,0.37
2025-04,Butter Scotch Ice-cream,154.5999999999999,523213.8,0.03
2025-04,Butter Scotch Sauce 750ml,-157.3,523213.8,-0.03
2025-04,CHILLY FLAKES SACHET 0.8GM,-97.24,523213.8,-0.02
2025-04,Chettinad Mix,1302.0,523213.8,0.25
2025-04,Chicken Kheema  Masala,-911.4,523213.8,-0.17
2025-04,Chicken Sausage,564.0,523213.8,0.11
2025-04,Chicken burger pattis,2535.3,523213.8,0.48
2025-04,Chicken burger pattis koonathil,265.0,523213.8,0.05
2025-04,Chilli Flakes-Tasty Pixel-Veeba-Sachet-0.8g,529.2,523213.8,0.1
