Month_code,Category,Subcategory,Item_Name,consumed-stock_amount,YEAR_MONTH,Total Sales[POS Sales less GST + Swiggy to Loocos],consumed-stock_amount%
2025-04,MEAT & POULTRY,chicken salami,Zippy Chicken Salami,428.05999999999995,2025-04,523213.8,0.08
2025-04,MEAT & POULTRY,chicken sausage,Chicken Sausage,564.0,2025-04,523213.8,0.11
2025-04,MEAT & POULTRY,lamb pepperoni,Lamp Pepperoni,-179.0,2025-04,523213.8,-0.03
2025-04,MEAT & POULTRY,staff chicken,staff chicken,300.0,2025-04,523213.8,0.06
2025-04,MEAT & POULTRY,whole chicken,chicken pop corn sneha,224.0,2025-04,523213.8,0.04
2025-04,OILS,mustard oil,mustard oil,74.4,2025-04,523213.8,0.01
2025-04,OILS,olive oil,habit olive oil,990.0,2025-04,523213.8,0.19
2025-04,OILS,palm oil,oil,-1365.0,2025-04,523213.8,-0.26
2025-04,PACKAGING MATERIALS,bio bag,bio cup,0.0,2025-04,523213.8,0.0
2025-04,PACKAGING MATERIALS,burger box,Mini Burger Box,450.0,2025-04,523213.8,0.09
2025-04,PACKAGING MATERIALS,french fries box,French Fries Box,1027.2,2025-04,523213.8,0.2
2025-04,PACKAGING MATERIALS,garlic bread box,Garlic Bread Box,300.0,2025-04,523213.8,0.06
2025-04,PACKAGING MATERIALS,large pizza box,Large Pizza Box,1559.25,2025-04,523213.8,0.3
2025-04,PACKAGING MATERIALS,medium pizza box,Medium Pizza Box,2760.0,2025-04,523213.8,0.53
2025-04,PACKAGING MATERIALS,paper glass,mocktail glass,1176.0,2025-04,523213.8,0.22
2025-04,PACKAGING MATERIALS,paper glass,Moktails Glass,-48.0,2025-04,523213.8,-0.01
2025-04,PACKAGING MATERIALS,pasta container,Pasta Container Black,1038.2,2025-04,523213.8,0.2
2025-04,PACKAGING MATERIALS,plastic cover,bio cover 140,140.0,2025-04,523213.8,0.03
2025-04,PACKAGING MATERIALS,regular pizza box,Regular Pizza Box,3833.5,2025-04,523213.8,0.73
2025-04,PACKAGING MATERIALS,salad bowl,Salad Bowl 250ml,514.5,2025-04,523213.8,0.1
2025-04,PACKAGING MATERIALS,salad bowl,Salad Bowl 500ml,301.2999999999997,2025-04,523213.8,0.06
2025-04,PACKAGING MATERIALS,salad bowl,Dip Bowl,246.0,2025-04,523213.8,0.05
2025-04,PACKAGING MATERIALS,tissue,Tissue,36.0,2025-04,523213.8,0.01
2025-04,PACKAGING MATERIALS,wooden fork,wooden fork,0.0,2025-04,523213.8,0.0
2025-04,PACKAGING MATERIALS,wooden spoon,Wooden Spoon,65.0,2025-04,523213.8,0.01
2025-04,PACKAGING MATERIALS,wooden spoon,wodden spoon,-65.0,2025-04,523213.8,-0.01
2025-04,SAUCES & SPREADS,chocolate sauce,Malas Chocolate Sauce 5 ltr,-1590.0,2025-04,523213.8,-0.3
2025-04,SAUCES & SPREADS,eggless mayonnaise,Veeba Eggless Mayonise Chef 1KG,1800.0,2025-04,523213.8,0.34
2025-04,SAUCES & SPREADS,eggless mayonnaise,egg,91.0,2025-04,523213.8,0.02
2025-04,SAUCES & SPREADS,gouda flavoured dressing,Veeba Gouda Flavoured Dressing,784.0,2025-04,523213.8,0.15
2025-04,SAUCES & SPREADS,honey mustard dressing,Honey mustard dressing,452.0,2025-04,523213.8,0.09
2025-04,SAUCES & SPREADS,honey mustard dressing,Honey,122.0,2025-04,523213.8,0.02
2025-04,SAUCES & SPREADS,ketchup sachet,Veeba Ketchup Sachet,2152.2,2025-04,523213.8,0.41
2025-04,SAUCES & SPREADS,makhani gravy,makhni gravy,336.0,2025-04,523213.8,0.06
2025-04,SAUCES & SPREADS,pasta sauce,veeba pizza pasta sauce,-772.04,2025-04,523213.8,-0.15
2025-04,SAUCES & SPREADS,pizza sauce,pizza sauce,2520.0,2025-04,523213.8,0.48
2025-04,SAUCES & SPREADS,pizza sauce,Pizza sauce premix,487.5,2025-04,523213.8,0.09
2025-04,SAUCES & SPREADS,schezwan sauce,Schezwan sauce,0.0,2025-04,523213.8,0.0
2025-04,SAUCES & SPREADS,tandoori mayonnaise,tandoori mayonise,390.0,2025-04,523213.8,0.07
2025-04,SAUCES & SPREADS,tandoori mayonnaise,Tandoori Tikka Marinade 500Grm,-1150.0,2025-04,523213.8,-0.22
2025-04,SAUCES & SPREADS,thousand island dressing,Veeba ThousandIsland Dressing 1KG,375.2,2025-04,523213.8,0.07
2025-04,SAUCES & SPREADS,tomato ketchup,tomato ketchup 1.2 bottle,1280.0,2025-04,523213.8,0.24
2025-04,SAUCES & SPREADS,tomato ketchup,Veeba T. Ketchup 1.2KG,-525.0,2025-04,523213.8,-0.1
2025-04,STATIONERY & MISC,pen,HABIT JALAPENO SLICES 2.9 KG,1187.1999999999998,2025-04,523213.8,0.23
2025-04,STATIONERY & MISC,pen,Puramate Pasta-Penne Rigatte 500g,695.5,2025-04,523213.8,0.13
2025-04,UNMAPPED,UNMAPPED,grocery,25410.07,2025-04,523213.8,4.86
2025-04,UNMAPPED,UNMAPPED,vegetables,6012.46,2025-04,523213.8,1.15
2025-04,UNMAPPED,UNMAPPED,eng veg,2671.1899999999996,2025-04,523213.8,0.51
2025-04,UNMAPPED,UNMAPPED,black olive slice Habit,2328.48,2025-04,523213.8,0.45
2025-04,UNMAPPED,UNMAPPED,KOT Printing Rolls,2000.0,2025-04,523213.8,0.38
2025-04,UNMAPPED,UNMAPPED,red paprika habit,402.48,2025-04,523213.8,0.08
2025-04,UNMAPPED,UNMAPPED,Mayonise premium,386.4,2025-04,523213.8,0.07
2025-04,UNMAPPED,UNMAPPED,Sumeru Nuggets Premium 1Kg,344.3,2025-04,523213.8,0.07
2025-04,UNMAPPED,UNMAPPED,Puramate Pasta-Gomiti Rigate - macroni - 500g,278.20000000000005,2025-04,523213.8,0.05
2025-04,UNMAPPED,UNMAPPED,nuggets sneha,257.15,2025-04,523213.8,0.05
2025-04,UNMAPPED,UNMAPPED,Mango Crush Sauce 750ml Malas,168.03000000000003,2025-04,523213.8,0.03
2025-04,UNMAPPED,UNMAPPED,egg 6,180.0,2025-04,523213.8,0.03
2025-04,UNMAPPED,UNMAPPED,fruits,140.0,2025-04,523213.8,0.03
2025-04,UNMAPPED,UNMAPPED,veg,132.0,2025-04,523213.8,0.03
2025-04,UNMAPPED,UNMAPPED,Green Peas,130.0,2025-04,523213.8,0.02
2025-04,UNMAPPED,UNMAPPED,ice cube,80.0,2025-04,523213.8,0.02
2025-04,UNMAPPED,UNMAPPED,Egg-5.5,55.0,2025-04,523213.8,0.01
2025-04,UNMAPPED,UNMAPPED,egg-6.50,65.0,2025-04,523213.8,0.01
2025-04,UNMAPPED,UNMAPPED,bio covers,16.0,2025-04,523213.8,0.0
2025-04,UNMAPPED,UNMAPPED,ice cube/80,0.0,2025-04,523213.8,0.0
2025-04,UTILITIES & EXPENSES,lpg gas,Gas-LPG-HPCL,12630.0,2025-04,523213.8,2.41
2025-04,VEGETABLES,baby corn,habit baby corn,432.0,2025-04,523213.8,0.08
2025-04,VEGETABLES,fresh basil,BASIL,-204.0,2025-04,523213.8,-0.04
2025-04,VEGETABLES,garlic,garlic,260.0,2025-04,523213.8,0.05
2025-04,VEGETABLES,garlic,chilly garlic spread,0.0,2025-04,523213.8,0.0
2025-04,VEGETABLES,mushroom,canvill button mushroom,4576.0,2025-04,523213.8,0.87
2025-04,VEGETABLES,tomato,tomato,400.0,2025-04,523213.8,0.08
2025-04,VEGETABLES,yam,maida yamuna,6480.0,2025-04,523213.8,1.24
2025-04,VEGETABLES,yam,Maida yamuna,-1040.0,2025-04,523213.8,-0.2
2025-03,BAKERY & PREMIX,bread premix,Bread Premix,428.4,2025-03,358957.6,0.12
2025-03,BAKERY & PREMIX,brownie,Brownie,962.5,2025-03,358957.6,0.27
2025-03,BAKERY & PREMIX,burger bun,burger buns,352.0,2025-03,358957.6,0.1
2025-03,BAKERY & PREMIX,burger bun,burger bun 4,160.0,2025-03,358957.6,0.04
2025-03,BAKERY & PREMIX,pizza premix,Pizza Premix,2721.6,2025-03,358957.6,0.76
2025-03,BEVERAGES,7up,7up 250ml Pet,2870.0,2025-03,358957.6,0.8
2025-03,BEVERAGES,7up,7up 1 ltr,2704.7400000000002,2025-03,358957.6,0.75
2025-03,BEVERAGES,7up,7up pet 750ml,2518.75,2025-03,358957.6,0.7
2025-03,BEVERAGES,7up,7UP 750ml Pet,930.0,2025-03,358957.6,0.26
2025-03,BEVERAGES,7up,7up750mlpet,930.0,2025-03,358957.6,0.26
2025-03,BEVERAGES,7up,7up 600ml,687.6,2025-03,358957.6,0.19
2025-03,BEVERAGES,aqua fina,Aqua Fina Mineral Water 1Ltr,1332.5,2025-03,358957.6,0.37
2025-03,BEVERAGES,blue occean syrup,DVC BLUE OCCEAN FLV SYRUP 750ML,558.1399999999999,2025-03,358957.6,0.16
2025-03,BEVERAGES,bubblegum syrup,DVC Bubblegum Syrup Syrup 750 ml,0.0,2025-03,358957.6,0.0
2025-03,BEVERAGES,cucumber syrup,DVC Cucumber Syrup 750 ml,53.0,2025-03,358957.6,0.01
2025-03,BEVERAGES,dew,Dew 330 ml can,1268.73,2025-03,358957.6,0.35
2025-03,BEVERAGES,dew,Dew 250ml Pet,752.5,2025-03,358957.6,0.21
2025-03,BEVERAGES,dew,Dew 600 ml,653.03,2025-03,358957.6,0.18
2025-03,BEVERAGES,lehar soda,Lehar Soda,2337.3199999999997,2025-03,358957.6,0.65
2025-03,BEVERAGES,mixed berry syrup,DVC Mixed Berry Beverage Blend Syrup 750 ml,165.60000000000002,2025-03,358957.6,0.05
2025-03,BEVERAGES,mojito mint,DVC MOJITO MINT 750ML,2537.0,2025-03,358957.6,0.71
2025-03,BEVERAGES,mojito mint,Mojito Menta Cubano,-3754.76,2025-03,358957.6,-1.05
2025-03,BEVERAGES,passion fruit syrup,DVC PASSION FRUIT FLV SYRUP 750ML,558.1399999999999,2025-03,358957.6,0.16
2025-03,BEVERAGES,peach syrup,DVC Peach Garden Syrup Syrup 750 ml,390.82,2025-03,358957.6,0.11
2025-03,BEVERAGES,peach syrup,DVC Peach GardenSyrup 750 ml,-424.0,2025-03,358957.6,-0.12
2025-03,BEVERAGES,pepsi,Pepsi 750ml Pet,3255.0,2025-03,358957.6,0.91
2025-03,BEVERAGES,pepsi,pepsi 1 ltr,2749.08,2025-03,358957.6,0.77
2025-03,BEVERAGES,pepsi,Pepsi 250ml Pet,2660.0,2025-03,358957.6,0.74
2025-03,BEVERAGES,pepsi,pepsi 600 ml,1306.06,2025-03,358957.6,0.36
2025-03,BEVERAGES,pepsi,pepsi can 330ml,651.51,2025-03,358957.6,0.18
2025-03,BEVERAGES,slice mango,Slice Mango 250ml pet,1060.2,2025-03,358957.6,0.3
2025-03,BEVERAGES,slice mango,Slice Mango 600ml pet,1013.5799999999999,2025-03,358957.6,0.28
2025-03,BEVERAGES,slice mango,Slice Mango 200ml pet,477.09,2025-03,358957.6,0.13
2025-03,BEVERAGES,slice mango,slice 350ml,350.08,2025-03,358957.6,0.1
2025-03,BEVERAGES,strawberry syrup,DVC Strawberry Syrup Syrup 750 ml,635.08,2025-03,358957.6,0.18
2025-03,BEVERAGES,strawberry syrup,Strawberry sause 750,0.0,2025-03,358957.6,0.0
2025-03,BEVERAGES,strawberry syrup,straw,-20.0,2025-03,358957.6,-0.01
2025-03,BEVERAGES,strawberry syrup,DVC Strawberry Syrup 750 ml,-608.88,2025-03,358957.6,-0.17
2025-03,BEVERAGES,tropicana guava,Tropicana Guava Delight 500ml,959.27,2025-03,358957.6,0.27
2025-03,BEVERAGES,tropicana guava,Tropicana Guava Delight,612.24,2025-03,358957.6,0.17
2025-03,BEVERAGES,tropicana guava,tropicana guava 180ml,70.68,2025-03,358957.6,0.02
2025-03,CHEESE & DAIRY,butter,butter,2242.0,2025-03,358957.6,0.62
2025-03,CHEESE & DAIRY,butter,Butter Scotch Ice-cream,0.0,2025-03,358957.6,0.0
2025-03,CHEESE & DAIRY,butter,malas butterscotch crush,-42.900000000000006,2025-03,358957.6,-0.01
2025-03,CHEESE & DAIRY,colby cheese,colby cheese 1 kg,-1268.96,2025-03,358957.6,-0.35
2025-03,CHEESE & DAIRY,diced mozzarella,dynamic diced mozerella,20055.71,2025-03,358957.6,5.59
2025-03,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream 4ltr,3699.2,2025-03,358957.6,1.03
2025-03,CHEESE & DAIRY,fresh cream,Richs versatie cream,2007.7000000000003,2025-03,358957.6,0.56
2025-03,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream 4ltr,408.0,2025-03,358957.6,0.11
2025-03,CHEESE & DAIRY,fresh cream,Strawberry-Ice cream,125.80000000000001,2025-03,358957.6,0.04
2025-03,CHEESE & DAIRY,milk,milk 28 milma,280.0,2025-03,358957.6,0.08
2025-03,CHEESE & DAIRY,milk,milk,100.0,2025-03,358957.6,0.03
2025-03,CHEESE & DAIRY,milk maid,milk maid,66.0,2025-03,358957.6,0.02
2025-03,CHEESE & DAIRY,monterey jack,GO-Monterey Jack Cheese-2kg,1163.0,2025-03,358957.6,0.32
2025-03,CHEESE & DAIRY,orange cheddar,dynamic cheddar block,805.6,2025-03,358957.6,0.22
2025-03,CHEESE & DAIRY,paneer,Paneer,1740.0,2025-03,358957.6,0.48
2025-03,CHEESE & DAIRY,paneer,paneer tikka powder,450.0,2025-03,358957.6,0.13
2025-03,CHEESE & DAIRY,paneer,Paneer tikka masala,37.5,2025-03,358957.6,0.01
2025-03,CHEESE & DAIRY,processed cheese,Processed cheese block,1335.6,2025-03,358957.6,0.37
2025-03,CHEESE & DAIRY,slice cheese,slice cheese,1257.66,2025-03,358957.6,0.35
2025-03,CLEANING SUPPLIES,ant powder,tandoori tikka powder,-2300.0,2025-03,358957.6,-0.64
2025-03,"FLOUR, GRAINS & DRY GOODS",atta,atta,108.0,2025-03,358957.6,0.03
2025-03,"FLOUR, GRAINS & DRY GOODS",corn meal,Corn Meal - MAKKA RAVA,137.5,2025-03,358957.6,0.04
2025-03,"FLOUR, GRAINS & DRY GOODS",maida,maida,-4194.0,2025-03,358957.6,-1.17
2025-03,"FLOUR, GRAINS & DRY GOODS",rice,staff rice 26kg,-207.0,2025-03,358957.6,-0.06
2025-03,FROZEN ITEMS,fish finger,fish finger,118.94999999999999,2025-03,358957.6,0.03
2025-03,FROZEN ITEMS,french fries,french fry hungritos 2.5kg,4623.8,2025-03,358957.6,1.29
2025-03,FROZEN ITEMS,frozen sweet corn,Frozen Sweet Corn,480.0,2025-03,358957.6,0.13
2025-03,FROZEN ITEMS,frozen sweet corn,Frozen Sweet Corn-Pal Fresh,230.0,2025-03,358957.6,0.06
2025-03,FROZEN ITEMS,potato pops,POTATO POPS,286.16999999999996,2025-03,358957.6,0.08
2025-03,FROZEN ITEMS,potato wedges,potato wedges,911.01,2025-03,358957.6,0.25
2025-03,FRUITS,apple,DVC Green Apple 750 ML,304.4399999999998,2025-03,358957.6,0.08
2025-03,FRUITS,chicku pulp,Berry Fresh Chicku Pulp,616.0,2025-03,358957.6,0.17
2025-03,FRUITS,grapes,grapes,100.0,2025-03,358957.6,0.03
2025-03,FRUITS,pineapple,Pineapple slice-Tajir Habit-850g,110.25,2025-03,358957.6,0.03
2025-03,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp,925.0,2025-03,358957.6,0.26
2025-03,FRUITS,watermelon,DVC Watermelon Syrup 750 ml,202.96000000000004,2025-03,358957.6,0.06
2025-03,KITCHEN EQUIPMENT & UTENSILS,tripod,Tripod,229.5,2025-03,358957.6,0.06
2025-03,MASALA & SEASONINGS,aromat seasoning,Aromat Seasoning Powder,120.4,2025-03,358957.6,0.03
2025-03,MASALA & SEASONINGS,bbq mix,bbq mix,2464.5,2025-03,358957.6,0.69
2025-03,MASALA & SEASONINGS,bbq mix,BBQ Mix Masala,-930.0,2025-03,358957.6,-0.26
2025-03,MASALA & SEASONINGS,chilli flakes,Chilli Flakes,88.0,2025-03,358957.6,0.02
2025-03,MASALA & SEASONINGS,chilli flakes,Veeba Chilli Flakes Seasoning(8G),-33.08,2025-03,358957.6,-0.01
2025-03,MASALA & SEASONINGS,chilli flakes,Chilli Flakes-Tasty Pixel-Veeba-Sachet-0.8g,-529.2,2025-03,358957.6,-0.15
2025-03,MASALA & SEASONINGS,chilly flakes,chilly flakes sachet,894.4,2025-03,358957.6,0.25
2025-03,MASALA & SEASONINGS,chilly flakes,chilly flakes 500gm,0.0,2025-03,358957.6,0.0
2025-03,MASALA & SEASONINGS,herb mix,Herb Mix Masla,490.5999999999999,2025-03,358957.6,0.14
2025-03,MASALA & SEASONINGS,herb mix,Chettinad Mix,-1432.1999999999998,2025-03,358957.6,-0.4
2025-03,MASALA & SEASONINGS,mexican mix,mexican mix,1305.0,2025-03,358957.6,0.36
2025-03,MASALA & SEASONINGS,mixed herbs,Mixed Herb Loose,5.280000000000001,2025-03,358957.6,0.0
2025-03,MASALA & SEASONINGS,oregano,OREGANO SACHET 0.8GM,655.0,2025-03,358957.6,0.18
2025-03,MASALA & SEASONINGS,oregano,Oregano Sprinkler 500g,649.6000000000001,2025-03,358957.6,0.18
2025-03,MASALA & SEASONINGS,piri piri marinade,Piri Piri Marinade 1KG,140.24,2025-03,358957.6,0.04
2025-03,MASALA & SEASONINGS,tandoori masala,Tandoori mix Masala,1185.0,2025-03,358957.6,0.33
2025-03,MEAT & POULTRY,boneless chicken,bonless chicken,13054.3,2025-03,358957.6,3.64
2025-03,MEAT & POULTRY,chicken burger pattis,Chicken burger pattis,1392.85,2025-03,358957.6,0.39
2025-03,MEAT & POULTRY,chicken burger pattis,Veg burger pattis,301.5,2025-03,358957.6,0.08
2025-03,MEAT & POULTRY,chicken kheema,Chicken Kheema  Masala,1953.0,2025-03,358957.6,0.54
2025-03,MEAT & POULTRY,chicken kheema,chicken kheema masala,195.0,2025-03,358957.6,0.05
2025-03,MEAT & POULTRY,chicken pepperoni,chicken pepperoni,-259.5,2025-03,358957.6,-0.07
2025-03,MEAT & POULTRY,chicken popcorn,chicken popcorn,112.68,2025-03,358957.6,0.03
2025-03,MEAT & POULTRY,chicken salami,Zippy Chicken Salami,487.33999999999986,2025-03,358957.6,0.14
2025-03,MEAT & POULTRY,lamb pepperoni,Lamp Pepperoni,179.0,2025-03,358957.6,0.05
2025-03,MEAT & POULTRY,staff chicken,staff chicken,1500.0,2025-03,358957.6,0.42
2025-03,OILS,mustard oil,Mustard Oil,84.0,2025-03,358957.6,0.02
2025-03,OILS,olive oil,habit olive oil,882.0,2025-03,358957.6,0.25
2025-03,OILS,palm oil,oil,1638.0,2025-03,358957.6,0.46
2025-03,PACKAGING MATERIALS,bio bag,bio cup,-100.0,2025-03,358957.6,-0.03
2025-03,PACKAGING MATERIALS,burger box,Mini Burger Box,648.0,2025-03,358957.6,0.18
2025-03,PACKAGING MATERIALS,french fries box,French Fries Box,-829.25,2025-03,358957.6,-0.23
2025-03,PACKAGING MATERIALS,garlic bread box,Garlic Bread Box,292.5,2025-03,358957.6,0.08
2025-03,PACKAGING MATERIALS,large pizza box,Large Pizza Box,222.75,2025-03,358957.6,0.06
2025-03,PACKAGING MATERIALS,medium pizza box,Medium Pizza Box,2330.0,2025-03,358957.6,0.65
2025-03,PACKAGING MATERIALS,paper glass,Moktails Glass,592.0,2025-03,358957.6,0.16
2025-03,PACKAGING MATERIALS,paper glass,Paper Glass,100.0,2025-03,358957.6,0.03
2025-03,PACKAGING MATERIALS,paper glass,mocktail glass,-376.0,2025-03,358957.6,-0.1
2025-03,PACKAGING MATERIALS,paper plate,Paper Plates,99.0,2025-03,358957.6,0.03
2025-03,PACKAGING MATERIALS,pasta container,Pasta Container Black,993.45,2025-03,358957.6,0.28
2025-03,PACKAGING MATERIALS,plastic cover,bio cover,540.0,2025-03,358957.6,0.15
2025-03,PACKAGING MATERIALS,regular pizza box,Regular Pizza Box,3859.0,2025-03,358957.6,1.08
2025-03,PACKAGING MATERIALS,salad bowl,Salad Bowl 250ml,330.75,2025-03,358957.6,0.09
2025-03,PACKAGING MATERIALS,salad bowl,Salad Bowl 500ml,288.20000000000005,2025-03,358957.6,0.08
2025-03,PACKAGING MATERIALS,salad bowl,Dip Bowl,-220.0,2025-03,358957.6,-0.06
2025-03,PACKAGING MATERIALS,tissue,Tissue,288.0,2025-03,358957.6,0.08
2025-03,PACKAGING MATERIALS,wooden fork,wooden fork,-85.0,2025-03,358957.6,-0.02
2025-03,PACKAGING MATERIALS,wooden spoon,Wooden Spoon,0.0,2025-03,358957.6,0.0
2025-03,SAUCES & SPREADS,chocolate sauce,Malas Chocolate Sauce 5 ltr,0.0,2025-03,358957.6,0.0
2025-03,SAUCES & SPREADS,eggless mayonnaise,Veeba Eggless Mayonise Chef 1KG,900.0,2025-03,358957.6,0.25
2025-03,SAUCES & SPREADS,eggless mayonnaise,egg,-91.0,2025-03,358957.6,-0.03
2025-03,SAUCES & SPREADS,gouda flavoured dressing,Veeba Gouda Flavoured Dressing,980.0,2025-03,358957.6,0.27
2025-03,SAUCES & SPREADS,honey mustard dressing,Honey mustard dressing,565.0,2025-03,358957.6,0.16
2025-03,SAUCES & SPREADS,honey mustard dressing,Honey,97.60000000000002,2025-03,358957.6,0.03
2025-03,SAUCES & SPREADS,ketchup sachet,Veeba Ketchup Sachet,1273.3,2025-03,358957.6,0.35
2025-03,SAUCES & SPREADS,makhani gravy,makhni gravy,224.0,2025-03,358957.6,0.06
2025-03,SAUCES & SPREADS,pasta sauce,veeba pizza pasta sauce,5018.26,2025-03,358957.6,1.4
2025-03,SAUCES & SPREADS,pizza sauce,Pizza sauce premix,325.0,2025-03,358957.6,0.09
2025-03,SAUCES & SPREADS,pizza sauce,pizza sauce,-1920.0,2025-03,358957.6,-0.53
2025-03,SAUCES & SPREADS,schezwan sauce,Schezwan sauce,182.0,2025-03,358957.6,0.05
2025-03,SAUCES & SPREADS,tandoori spread,Veeba Tandoori Spread-1kg,232.0,2025-03,358957.6,0.06
2025-03,SAUCES & SPREADS,thousand island dressing,Veeba ThousandIsland Dressing 1KG,0.0,2025-03,358957.6,0.0
2025-03,SAUCES & SPREADS,tomato ketchup,Veeba T. Ketchup 1.2KG,735.0,2025-03,358957.6,0.2
2025-03,SAUCES & SPREADS,tomato ketchup,tomato ketchup 1.2 bottle,-315.0,2025-03,358957.6,-0.09
2025-03,STATIONERY & MISC,pen,HABIT JALAPENO SLICES 2.9 KG,890.4000000000001,2025-03,358957.6,0.25
2025-03,STATIONERY & MISC,pen,Puramate Pasta-Penne Rigatte 500g,208.6500000000001,2025-03,358957.6,0.06
2025-03,STATIONERY & MISC,tape,Celotape-3/4inch-,138.0,2025-03,358957.6,0.04
2025-03,UNMAPPED,UNMAPPED,grocery,19360.93,2025-03,358957.6,5.39
2025-03,UNMAPPED,UNMAPPED,vegetables,6910.4400000000005,2025-03,358957.6,1.93
2025-03,UNMAPPED,UNMAPPED,eng veg,4160.0,2025-03,358957.6,1.16
2025-03,UNMAPPED,UNMAPPED,black olive slice Habit,2328.48,2025-03,358957.6,0.65
2025-03,UNMAPPED,UNMAPPED,nuggets sumeru,876.4,2025-03,358957.6,0.24
2025-03,UNMAPPED,UNMAPPED,Mango Crush Sauce 750ml Malas,588.11,2025-03,358957.6,0.16
2025-03,UNMAPPED,UNMAPPED,KOT Printing Rolls,450.0,2025-03,358957.6,0.13
2025-03,UNMAPPED,UNMAPPED,red paprika habit,402.48,2025-03,358957.6,0.11
2025-03,UNMAPPED,UNMAPPED,Sumeru Nuggets Premium 1Kg,281.7,2025-03,358957.6,0.08
2025-03,UNMAPPED,UNMAPPED,Mayonise premium,252.0,2025-03,358957.6,0.07
2025-03,UNMAPPED,UNMAPPED,cashew,200.0,2025-03,358957.6,0.06
2025-03,UNMAPPED,UNMAPPED,Puramate Pasta-Gomiti Rigate - macroni - 500g,156.48999999999995,2025-03,358957.6,0.04
2025-03,UNMAPPED,UNMAPPED,egg 7,140.0,2025-03,358957.6,0.04
2025-03,UNMAPPED,UNMAPPED,ice cube/80,80.0,2025-03,358957.6,0.02
2025-03,UNMAPPED,UNMAPPED,Green Peas,18.0,2025-03,358957.6,0.01
2025-03,UNMAPPED,UNMAPPED,ice cube,-40.0,2025-03,358957.6,-0.01
2025-03,UNMAPPED,UNMAPPED,bio covers,-416.0,2025-03,358957.6,-0.12
2025-03,UTILITIES & EXPENSES,lpg gas,Gas-LPG-HPCL,22094.0,2025-03,358957.6,6.16
2025-03,VEGETABLES,baby corn,habit baby corn,432.0,2025-03,358957.6,0.12
2025-03,VEGETABLES,capsicum,capsicum,64.0,2025-03,358957.6,0.02
2025-03,VEGETABLES,fresh basil,Puramate Basil 250g Pouch,273.0,2025-03,358957.6,0.08
2025-03,VEGETABLES,garlic,garlic,360.0,2025-03,358957.6,0.1
2025-03,VEGETABLES,garlic,chilly garlic spread,170.0,2025-03,358957.6,0.05
2025-03,VEGETABLES,mint,DVC Mint Flavoured Syrup 750 ml,2587.74,2025-03,358957.6,0.72
2025-03,VEGETABLES,mushroom,canvill button mushroom,3575.0,2025-03,358957.6,1.0
2025-03,VEGETABLES,tomato,tomato,200.0,2025-03,358957.6,0.06
2025-03,VEGETABLES,yam,Maida yamuna,6791.0,2025-03,358957.6,1.89
2025-02,BAKERY & PREMIX,bread premix,Bread Premix,330.0,2025-02,383291.2,0.09
2025-02,BAKERY & PREMIX,brownie,Brownie,1423.5,2025-02,383291.2,0.37
2025-02,BAKERY & PREMIX,burger bun,burger bun 4,128.0,2025-02,383291.2,0.03
2025-02,BAKERY & PREMIX,burger bun,burger buns,32.0,2025-02,383291.2,0.01
2025-02,BAKERY & PREMIX,pizza premix,Pizza Premix,2898.0,2025-02,383291.2,0.76
2025-02,BEVERAGES,7up,7up 600ml,1409.58,2025-02,383291.2,0.37
2025-02,BEVERAGES,7up,7up 1 ltr,842.4599999999999,2025-02,383291.2,0.22
2025-02,BEVERAGES,7up,7up 250ml Pet,787.5,2025-02,383291.2,0.21
2025-02,BEVERAGES,aqua fina,Aqua Fina Mineral Water 1Ltr,505.28,2025-02,383291.2,0.13
2025-02,BEVERAGES,blue occean syrup,DVC BLUE OCCEAN FLV SYRUP 750ML,355.17999999999995,2025-02,383291.2,0.09
2025-02,BEVERAGES,bubblegum syrup,DVC Bubblegum Syrup Syrup 750 ml,50.74000000000001,2025-02,383291.2,0.01
2025-02,BEVERAGES,cucumber syrup,DVC Cucumber Syrup 750 ml,0.0,2025-02,383291.2,0.0
2025-02,BEVERAGES,dew,Dew 600 ml,687.3999999999999,2025-02,383291.2,0.18
2025-02,BEVERAGES,dew,Dew 250ml Pet,665.0,2025-02,383291.2,0.17
2025-02,BEVERAGES,dew,Dew 330 ml can,205.74000000000012,2025-02,383291.2,0.05
2025-02,BEVERAGES,lehar soda,Lehar Soda,905.3,2025-02,383291.2,0.24
2025-02,BEVERAGES,mango syrup,DVC Mango Beverage Blend Syrup 750 ml,764.64,2025-02,383291.2,0.2
2025-02,BEVERAGES,mixed berry syrup,DVC Mixed Berry Beverage Blend Syrup 750 ml,165.60000000000002,2025-02,383291.2,0.04
2025-02,BEVERAGES,mojito mint,DVC MOJITO MINT 750ML,2080.34,2025-02,383291.2,0.54
2025-02,BEVERAGES,passion fruit syrup,DVC Passion Fruit 750ML,1268.5,2025-02,383291.2,0.33
2025-02,BEVERAGES,passion fruit syrup,DVC PASSION FRUIT FLV SYRUP 750ML,-710.36,2025-02,383291.2,-0.19
2025-02,BEVERAGES,peach syrup,DVC Peach GardenSyrup 750 ml,424.0,2025-02,383291.2,0.11
2025-02,BEVERAGES,peach syrup,DVC Peach Garden Syrup Syrup 750 ml,-390.82,2025-02,383291.2,-0.1
