Month_code,Category,Subcategory,Item_Name,consumed-stock_amount,YEAR_MONTH,Total Sales[POS Sales less GST + Swiggy to Loocos],consumed-stock_amount%
2025-02,BEVERAGES,pepsi,Pepsi 250ml Pet,1575.0,2025-02,383291.2,0.41
2025-02,BEVERAGES,pepsi,pepsi 600 ml,1202.9500000000003,2025-02,383291.2,0.31
2025-02,BEVERAGES,pepsi,pepsi 1 ltr,1152.8400000000001,2025-02,383291.2,0.3
2025-02,BEVERAGES,pepsi,pepsi can 330ml,274.32000000000005,2025-02,383291.2,0.07
2025-02,BEVERAGES,slice mango,Slice Mango 250ml pet,1060.2,2025-02,383291.2,0.28
2025-02,BEVERAGES,slice mango,Slice Mango 600ml pet,252.63,2025-02,383291.2,0.07
2025-02,BEVERAGES,slice mango,Slice Mango 200ml pet,17.67,2025-02,383291.2,0.0
2025-02,BEVERAGES,slice mango,slice 350ml,-350.08,2025-02,383291.2,-0.09
2025-02,BEVERAGES,strawberry syrup,DVC Strawberry Syrup 750 ml,507.4,2025-02,383291.2,0.13
2025-02,BEVERAGES,strawberry syrup,Strawberry sause 750,57.2,2025-02,383291.2,0.01
2025-02,BEVERAGES,strawberry syrup,straw,-120.0,2025-02,383291.2,-0.03
2025-02,BEVERAGES,strawberry syrup,DVC Strawberry Syrup Syrup 750 ml,-390.82000000000005,2025-02,383291.2,-0.1
2025-02,BEVERAGES,tropicana guava,tropicana guava 180ml,459.42,2025-02,383291.2,0.12
2025-02,CHEESE & DAIRY,butter,Butter Scotch Ice-cream,927.5999999999999,2025-02,383291.2,0.24
2025-02,CHEESE & DAIRY,butter,butter,190.0,2025-02,383291.2,0.05
2025-02,CHEESE & DAIRY,diced mozzarella,dynamic diced mozerella,22359.28,2025-02,383291.2,5.83
2025-02,CHEESE & DAIRY,fresh cream,Richs versatie cream,3413.09,2025-02,383291.2,0.89
2025-02,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream,1848.0,2025-02,383291.2,0.48
2025-02,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream,865.45,2025-02,383291.2,0.23
2025-02,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream 4ltr,652.8,2025-02,383291.2,0.17
2025-02,CHEESE & DAIRY,fresh cream,Strawberry-Ice cream,125.79999999999995,2025-02,383291.2,0.03
2025-02,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream 4ltr,0.0,2025-02,383291.2,0.0
2025-02,CHEESE & DAIRY,milk,milk 28 milma,672.0,2025-02,383291.2,0.18
2025-02,CHEESE & DAIRY,milk maid,milk maid,0.0,2025-02,383291.2,0.0
2025-02,CHEESE & DAIRY,orange cheddar,dynamic cheddar block,-177.45,2025-02,383291.2,-0.05
2025-02,CHEESE & DAIRY,paneer,paneer tikka powder,2250.0,2025-02,383291.2,0.59
2025-02,CHEESE & DAIRY,paneer,Paneer,870.0,2025-02,383291.2,0.23
2025-02,CHEESE & DAIRY,paneer,Paneer tikka masala,-18.75,2025-02,383291.2,-0.0
2025-02,CHEESE & DAIRY,processed cheese,Processed cheese block,1058.4,2025-02,383291.2,0.28
2025-02,CHEESE & DAIRY,slice cheese,slice cheese,600.0,2025-02,383291.2,0.16
2025-02,"FLOUR, GRAINS & DRY GOODS",atta,atta,162.0,2025-02,383291.2,0.04
2025-02,"FLOUR, GRAINS & DRY GOODS",corn meal,Corn Meal - MAKKA RAVA,-110.0,2025-02,383291.2,-0.03
2025-02,"FLOUR, GRAINS & DRY GOODS",masoor dal,masoor dal,180.0,2025-02,383291.2,0.05
2025-02,"FLOUR, GRAINS & DRY GOODS",rice,staff rice 26kg,-92.0,2025-02,383291.2,-0.02
2025-02,"FLOUR, GRAINS & DRY GOODS",sugar,sugar,84.0,2025-02,383291.2,0.02
2025-02,FROZEN ITEMS,fish finger,fish finger,59.47000000000003,2025-02,383291.2,0.02
2025-02,FROZEN ITEMS,french fries,french fry hungritos 2.5kg,5504.799999999999,2025-02,383291.2,1.44
2025-02,FROZEN ITEMS,frozen sweet corn,Frozen Sweet Corn-Pal Fresh,1350.0,2025-02,383291.2,0.35
2025-02,FROZEN ITEMS,frozen sweet corn,Frozen Sweet Corn,-480.0,2025-02,383291.2,-0.13
2025-02,FROZEN ITEMS,potato pops,POTATO POPS,59.640000000000015,2025-02,383291.2,0.02
2025-02,FROZEN ITEMS,potato wedges,potato wedges,278.8799999999999,2025-02,383291.2,0.07
2025-02,FRUITS,apple,DVC Green Apple 750 ML,355.18000000000006,2025-02,383291.2,0.09
2025-02,FRUITS,chicku pulp,Berry Fresh Chicku Pulp 2kg,560.0,2025-02,383291.2,0.15
2025-02,FRUITS,chicku pulp,Berry Fresh Chicku Pulp,-336.0,2025-02,383291.2,-0.09
2025-02,FRUITS,pineapple,Pineapple slice-Tajir Habit-850g,110.25,2025-02,383291.2,0.03
2025-02,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp 2kg,740.0,2025-02,383291.2,0.19
2025-02,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp,0.0,2025-02,383291.2,0.0
2025-02,FRUITS,watermelon,DVC Watermelon Syrup 750 ml,202.95999999999992,2025-02,383291.2,0.05
2025-02,KITCHEN EQUIPMENT & UTENSILS,dust bin,dust bin,456.0,2025-02,383291.2,0.12
2025-02,KITCHEN EQUIPMENT & UTENSILS,tripod,Tripod,135.0,2025-02,383291.2,0.04
2025-02,MASALA & SEASONINGS,aromat seasoning,Aromat Seasoning Powder,86.0,2025-02,383291.2,0.02
2025-02,MASALA & SEASONINGS,bbq mix,BBQ Mix Masala,465.0,2025-02,383291.2,0.12
2025-02,MASALA & SEASONINGS,bbq mix,bbq mix,-604.5,2025-02,383291.2,-0.16
2025-02,MASALA & SEASONINGS,chilli flakes,Chilli Flakes,220.0,2025-02,383291.2,0.06
2025-02,MASALA & SEASONINGS,chilly flakes,chilly flakes sachet,1003.6,2025-02,383291.2,0.26
2025-02,MASALA & SEASONINGS,chilly flakes,CHILLY FLAKES SACHET 0.8GM,98.8,2025-02,383291.2,0.03
2025-02,MASALA & SEASONINGS,chilly flakes,chilly flakes 500gm,-150.0,2025-02,383291.2,-0.04
2025-02,MASALA & SEASONINGS,herb mix,Herb Mix Masla,2395.2,2025-02,383291.2,0.62
2025-02,MASALA & SEASONINGS,herb mix,Chettinad Mix,32.55000000000007,2025-02,383291.2,0.01
2025-02,MASALA & SEASONINGS,mexican mix,mexican mix,1957.5,2025-02,383291.2,0.51
2025-02,MASALA & SEASONINGS,mixed herbs,Mixed Herb Loose,-96.0,2025-02,383291.2,-0.03
2025-02,MASALA & SEASONINGS,oregano,OREGANO SACHET 0.8GM,1759.3000000000002,2025-02,383291.2,0.46
2025-02,MASALA & SEASONINGS,oregano,Oregano Sprinkler 500g,649.6,2025-02,383291.2,0.17
2025-02,MASALA & SEASONINGS,piri piri marinade,Piri Piri Marinade 1KG,93.5,2025-02,383291.2,0.02
2025-02,MASALA & SEASONINGS,salt,Salt,28.0,2025-02,383291.2,0.01
2025-02,MASALA & SEASONINGS,tandoori masala,Tandoori mix Masala,-316.0,2025-02,383291.2,-0.08
2025-02,MEAT & POULTRY,boneless chicken,bonless chicken,11930.67,2025-02,383291.2,3.11
2025-02,MEAT & POULTRY,boneless chicken,Boneless Chicken,779.99,2025-02,383291.2,0.2
2025-02,MEAT & POULTRY,chicken burger pattis,Chicken burger pattis,1111.15,2025-02,383291.2,0.29
2025-02,MEAT & POULTRY,chicken burger pattis,Veg burger pattis,170.5,2025-02,383291.2,0.04
2025-02,MEAT & POULTRY,chicken kheema,chicken kheema masala,780.0,2025-02,383291.2,0.2
2025-02,MEAT & POULTRY,chicken kheema,Chicken Kheema  Masala,-1302.0,2025-02,383291.2,-0.34
2025-02,MEAT & POULTRY,chicken pepperoni,chicken pepperoni,259.5,2025-02,383291.2,0.07
2025-02,MEAT & POULTRY,chicken popcorn,chicken popcorn,231.62,2025-02,383291.2,0.06
2025-02,MEAT & POULTRY,chicken salami,Zippy Chicken Salami,401.71999999999997,2025-02,383291.2,0.1
2025-02,MEAT & POULTRY,lamb pepperoni,Lamp Pepperoni,447.5,2025-02,383291.2,0.12
2025-02,MEAT & POULTRY,staff chicken,staff chicken,600.0,2025-02,383291.2,0.16
2025-02,MEAT & POULTRY,whole chicken,sumeru chicken pop corn,626.0,2025-02,383291.2,0.16
2025-02,OILS,mustard oil,Mustard Oil,-84.0,2025-02,383291.2,-0.02
2025-02,OILS,olive oil,habit olive oil,1107.0,2025-02,383291.2,0.29
2025-02,OILS,palm oil,oil,258.0,2025-02,383291.2,0.07
2025-02,PACKAGING MATERIALS,bio bag,bio cup,250.0,2025-02,383291.2,0.07
2025-02,PACKAGING MATERIALS,burger box,Mini Burger Box,768.0,2025-02,383291.2,0.2
2025-02,PACKAGING MATERIALS,french fries box,French Fries Box,1096.75,2025-02,383291.2,0.29
2025-02,PACKAGING MATERIALS,garlic bread box,Garlic Bread Box,-472.5,2025-02,383291.2,-0.12
2025-02,PACKAGING MATERIALS,large pizza box,Large Pizza Box,2093.8500000000004,2025-02,383291.2,0.55
2025-02,PACKAGING MATERIALS,medium pizza box,Medium Pizza Box,1850.0,2025-02,383291.2,0.48
2025-02,PACKAGING MATERIALS,paper glass,mocktail glass,2000.0,2025-02,383291.2,0.52
2025-02,PACKAGING MATERIALS,paper glass,Paper Glass,-100.0,2025-02,383291.2,-0.03
2025-02,PACKAGING MATERIALS,paper glass,Moktails Glass,-1488.0,2025-02,383291.2,-0.39
2025-02,PACKAGING MATERIALS,paper straw,Paper Straw Small,70.0,2025-02,383291.2,0.02
2025-02,PACKAGING MATERIALS,paper straw,Paper Straw Big,22.5,2025-02,383291.2,0.01
2025-02,PACKAGING MATERIALS,pasta container,Pasta Container Black,1118.7499999999998,2025-02,383291.2,0.29
2025-02,PACKAGING MATERIALS,plastic cover,bio cover,-540.0,2025-02,383291.2,-0.14
2025-02,PACKAGING MATERIALS,regular pizza box,Regular Pizza Box,2830.5,2025-02,383291.2,0.74
2025-02,PACKAGING MATERIALS,salad bowl,Dip Bowl,354.0,2025-02,383291.2,0.09
2025-02,PACKAGING MATERIALS,salad bowl,Salad Bowl 500ml,301.29999999999995,2025-02,383291.2,0.08
2025-02,PACKAGING MATERIALS,salad bowl,Salad Bowl 250ml,194.25,2025-02,383291.2,0.05
2025-02,PACKAGING MATERIALS,tissue,Tissue,-72.0,2025-02,383291.2,-0.02
2025-02,PACKAGING MATERIALS,wooden fork,wooden fork,297.5,2025-02,383291.2,0.08
2025-02,PACKAGING MATERIALS,wooden spoon,wodden spoon,65.0,2025-02,383291.2,0.02
2025-02,PACKAGING MATERIALS,wooden spoon,Wooden Spoon,-65.0,2025-02,383291.2,-0.02
2025-02,SAUCES & SPREADS,chocolate sauce,Malas Chocolate Sauce 5 ltr,0.0,2025-02,383291.2,0.0
2025-02,SAUCES & SPREADS,eggless mayonnaise,Veeba Eggless Mayonise Chef 1KG,3300.0,2025-02,383291.2,0.86
2025-02,SAUCES & SPREADS,garlic chilli spread,chilli garlic spread,510.0,2025-02,383291.2,0.13
2025-02,SAUCES & SPREADS,gouda flavoured dressing,Veeba Gouda Flavoured Dressing,2940.0,2025-02,383291.2,0.77
2025-02,SAUCES & SPREADS,honey mustard dressing,Honey mustard dressing,1356.0,2025-02,383291.2,0.35
2025-02,SAUCES & SPREADS,honey mustard dressing,Honey,73.19999999999999,2025-02,383291.2,0.02
2025-02,SAUCES & SPREADS,ketchup sachet,Veeba Ketchup Sachet,1360.0,2025-02,383291.2,0.35
2025-02,SAUCES & SPREADS,pasta sauce,veeba pizza pasta sauce,4246.220000000001,2025-02,383291.2,1.11
2025-02,SAUCES & SPREADS,pizza sauce,Pizza sauce premix,910.0,2025-02,383291.2,0.24
2025-02,SAUCES & SPREADS,pizza sauce,pizza sauce,0.0,2025-02,383291.2,0.0
2025-02,SAUCES & SPREADS,schezwan sauce,Schezwan sauce,182.0,2025-02,383291.2,0.05
2025-02,SAUCES & SPREADS,tandoori mayonnaise,Tandoori Tikka Marinade 500Grm,2300.0,2025-02,383291.2,0.6
2025-02,SAUCES & SPREADS,tandoori spread,Veeba Tandoori Spread-1kg,232.0,2025-02,383291.2,0.06
2025-02,SAUCES & SPREADS,thousand island dressing,Veeba ThousandIsland Dressing 1KG,938.0,2025-02,383291.2,0.24
2025-02,SAUCES & SPREADS,tomato ketchup,tomato ketchup 1.2 bottle,1075.0,2025-02,383291.2,0.28
2025-02,SAUCES & SPREADS,tomato ketchup,Veeba T. Ketchup 1.2KG,-525.0,2025-02,383291.2,-0.14
2025-02,STATIONERY & MISC,pen,HABIT JALAPENO SLICES 2.9 KG,1929.2,2025-02,383291.2,0.5
2025-02,STATIONERY & MISC,pen,Puramate Pasta-Penne Rigatte 500g,1321.45,2025-02,383291.2,0.34
2025-02,UNMAPPED,UNMAPPED,grocery,21052.96,2025-02,383291.2,5.49
2025-02,UNMAPPED,UNMAPPED,vegetables,6245.5199999999995,2025-02,383291.2,1.63
2025-02,UNMAPPED,UNMAPPED,eng veg,2763.0,2025-02,383291.2,0.72
2025-02,UNMAPPED,UNMAPPED,black olive slice Habit,1552.32,2025-02,383291.2,0.4
2025-02,UNMAPPED,UNMAPPED,red paprika habit,1207.44,2025-02,383291.2,0.32
2025-02,UNMAPPED,UNMAPPED,Mayonise premium,672.0,2025-02,383291.2,0.18
2025-02,UNMAPPED,UNMAPPED,bio covers,640.0,2025-02,383291.2,0.17
2025-02,UNMAPPED,UNMAPPED,Sumeru Nuggets Premium 1Kg,626.0,2025-02,383291.2,0.16
2025-02,UNMAPPED,UNMAPPED,TAJIR HABIT Pinaple Slice 50g,630.0,2025-02,383291.2,0.16
2025-02,UNMAPPED,UNMAPPED,KOT Printing Rolls,428.0,2025-02,383291.2,0.11
2025-02,UNMAPPED,UNMAPPED,nuggets sumeru,375.6,2025-02,383291.2,0.1
2025-02,UNMAPPED,UNMAPPED,Puramate Pasta-Gomiti Rigate - macroni - 500g,260.81,2025-02,383291.2,0.07
2025-02,UNMAPPED,UNMAPPED,nimboz,210.0,2025-02,383291.2,0.05
2025-02,UNMAPPED,UNMAPPED,egg 6,120.0,2025-02,383291.2,0.03
2025-02,UNMAPPED,UNMAPPED,ice cube/80,80.0,2025-02,383291.2,0.02
2025-02,UNMAPPED,UNMAPPED,Green Peas,27.0,2025-02,383291.2,0.01
2025-02,UNMAPPED,UNMAPPED,egg 7,-7.0,2025-02,383291.2,-0.0
2025-02,UNMAPPED,UNMAPPED,Mango Crush Sauce 750ml Malas,-756.1400000000001,2025-02,383291.2,-0.2
2025-02,UTILITIES & EXPENSES,lpg gas,Gas-LPG-HPCL,15655.0,2025-02,383291.2,4.08
2025-02,VEGETABLES,baby corn,habit baby corn,972.0,2025-02,383291.2,0.25
2025-02,VEGETABLES,fresh basil,BASIL,272.0,2025-02,383291.2,0.07
2025-02,VEGETABLES,fresh basil,Puramate Basil 250g Pouch,-273.0,2025-02,383291.2,-0.07
2025-02,VEGETABLES,garlic,garlic,320.0,2025-02,383291.2,0.08
2025-02,VEGETABLES,garlic,chilly garlic spread,0.0,2025-02,383291.2,0.0
2025-02,VEGETABLES,mint,DVC Mint Flavoured Syrup 750 ml,0.0,2025-02,383291.2,0.0
2025-02,VEGETABLES,mushroom,G.Crown Mushroom Slice 800g,2121.0,2025-02,383291.2,0.55
2025-02,VEGETABLES,mushroom,canvill button mushroom,858.0,2025-02,383291.2,0.22
2025-02,VEGETABLES,yam,Maida yamuna,7634.0,2025-02,383291.2,1.99
2025-01,BAKERY & PREMIX,bread premix,Bread Premix,240.0,2025-01,438268.3,0.05
2025-01,BAKERY & PREMIX,brownie,Brownie,1155.0,2025-01,438268.3,0.26
2025-01,BAKERY & PREMIX,burger bun,burger buns,160.0,2025-01,438268.3,0.04
2025-01,BAKERY & PREMIX,pizza premix,Pizza Premix,4608.0,2025-01,438268.3,1.05
2025-01,BEVERAGES,7up,7up 600ml,1547.1,2025-01,438268.3,0.35
2025-01,BEVERAGES,7up,7up 250ml Pet,1242.5,2025-01,438268.3,0.28
2025-01,BEVERAGES,7up,7up 1 ltr,842.46,2025-01,438268.3,0.19
2025-01,BEVERAGES,aqua fina,Aqua Fina Mineral Water 1Ltr,442.56,2025-01,438268.3,0.1
2025-01,BEVERAGES,blue occean syrup,DVC BLUE OCCEAN FLV SYRUP 750ML,355.18000000000006,2025-01,438268.3,0.08
2025-01,BEVERAGES,bubblegum syrup,DVC Bubblegum Syrup Syrup 750 ml,101.48000000000002,2025-01,438268.3,0.02
2025-01,BEVERAGES,cucumber syrup,DVC Cucumber Syrup 750 ml,53.0,2025-01,438268.3,0.01
2025-01,BEVERAGES,dew,Dew 600 ml,790.51,2025-01,438268.3,0.18
2025-01,BEVERAGES,dew,Dew 250ml Pet,402.5,2025-01,438268.3,0.09
2025-01,BEVERAGES,dew,Dew 250ml Can,240.0,2025-01,438268.3,0.05
2025-01,BEVERAGES,dew,Dew 330 ml can,-68.58,2025-01,438268.3,-0.02
2025-01,BEVERAGES,lehar soda,Lehar Soda,905.3,2025-01,438268.3,0.21
2025-01,BEVERAGES,mango syrup,DVC Mango Beverage Blend Syrup 750 ml,0.0,2025-01,438268.3,0.0
2025-01,BEVERAGES,mixed berry syrup,DVC Mixed Berry Beverage Blend Syrup 750 ml,82.79999999999995,2025-01,438268.3,0.02
2025-01,BEVERAGES,mojito mint,DVC MOJITO MINT 750ML,-2080.34,2025-01,438268.3,-0.47
2025-01,BEVERAGES,passion fruit syrup,DVC PASSION FRUIT FLV SYRUP 750ML,1623.68,2025-01,438268.3,0.37
2025-01,BEVERAGES,passion fruit syrup,DVC Passion Fruit 750ML,-1268.5,2025-01,438268.3,-0.29
2025-01,BEVERAGES,peach syrup,DVC Peach Garden Syrup Syrup 750 ml,415.24,2025-01,438268.3,0.09
2025-01,BEVERAGES,peach syrup,DVC Peach GardenSyrup 750 ml,-424.0,2025-01,438268.3,-0.1
2025-01,BEVERAGES,pepsi,Pepsi 250ml Pet,1750.0,2025-01,438268.3,0.4
2025-01,BEVERAGES,pepsi,pepsi 600 ml,1752.87,2025-01,438268.3,0.4
2025-01,BEVERAGES,pepsi,pepsi 1 ltr,1551.8200000000002,2025-01,438268.3,0.35
2025-01,BEVERAGES,pepsi,pepsi can 330ml,205.74,2025-01,438268.3,0.05
2025-01,BEVERAGES,slice mango,Slice Mango 200ml pet,565.44,2025-01,438268.3,0.13
2025-01,BEVERAGES,slice mango,Slice Mango 600ml pet,216.54000000000002,2025-01,438268.3,0.05
2025-01,BEVERAGES,strawberry syrup,DVC Strawberry Syrup Syrup 750 ml,415.24,2025-01,438268.3,0.09
2025-01,BEVERAGES,strawberry syrup,straw,120.0,2025-01,438268.3,0.03
2025-01,BEVERAGES,strawberry syrup,Strawberry sause 750,-143.0,2025-01,438268.3,-0.03
2025-01,BEVERAGES,water 20l,water melon,140.4,2025-01,438268.3,0.03
2025-01,CHEESE & DAIRY,butter,butter,1710.0,2025-01,438268.3,0.39
2025-01,CHEESE & DAIRY,butter,Butter Scotch Ice-cream,154.60000000000014,2025-01,438268.3,0.04
2025-01,CHEESE & DAIRY,butter,malas butterscotch crush,71.5,2025-01,438268.3,0.02
2025-01,CHEESE & DAIRY,diced mozzarella,dynamic diced mozerella,28197.28,2025-01,438268.3,6.43
2025-01,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream 4ltr,3862.4,2025-01,438268.3,0.88
2025-01,CHEESE & DAIRY,fresh cream,Richs versatie cream,2610.0099999999998,2025-01,438268.3,0.6
2025-01,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream 4ltr,1632.0,2025-01,438268.3,0.37
2025-01,CHEESE & DAIRY,fresh cream,Strawberry-Ice cream,0.0,2025-01,438268.3,0.0
2025-01,CHEESE & DAIRY,fresh cream,Vanilla Ice-cream,-865.45,2025-01,438268.3,-0.2
2025-01,CHEESE & DAIRY,fresh cream,Chocolate Ice-cream,-1848.0,2025-01,438268.3,-0.42
2025-01,CHEESE & DAIRY,milk,milk 28 milma,448.0,2025-01,438268.3,0.1
2025-01,CHEESE & DAIRY,milk,milk 26,364.0,2025-01,438268.3,0.08
2025-01,CHEESE & DAIRY,orange cheddar,dynamic cheddar block,591.5,2025-01,438268.3,0.13
2025-01,CHEESE & DAIRY,paneer,paneer,580.0,2025-01,438268.3,0.13
2025-01,CHEESE & DAIRY,paneer,Paneer,290.0,2025-01,438268.3,0.07
2025-01,CHEESE & DAIRY,paneer,Paneer tikka masala,206.25,2025-01,438268.3,0.05
2025-01,CHEESE & DAIRY,paneer,paneer tikka powder,-2250.0,2025-01,438268.3,-0.51
2025-01,CHEESE & DAIRY,processed cheese,Processed cheese block,0.0,2025-01,438268.3,0.0
2025-01,CHEESE & DAIRY,slice cheese,slice cheese,459.9,2025-01,438268.3,0.1
2025-01,"FLOUR, GRAINS & DRY GOODS",corn meal,Corn Meal - MAKKA RAVA,110.0,2025-01,438268.3,0.03
2025-01,"FLOUR, GRAINS & DRY GOODS",masoor dal,masoor dal,0.0,2025-01,438268.3,0.0
2025-01,"FLOUR, GRAINS & DRY GOODS",red dal,red dal,220.0,2025-01,438268.3,0.05
2025-01,"FLOUR, GRAINS & DRY GOODS",rice,staff rice,146.0,2025-01,438268.3,0.03
2025-01,"FLOUR, GRAINS & DRY GOODS",rice,staff rice 26kg,-621.0,2025-01,438268.3,-0.14
2025-01,"FLOUR, GRAINS & DRY GOODS",sugar,sugar,0.0,2025-01,438268.3,0.0
2025-01,FROZEN ITEMS,fish finger,fish finger,-535.25,2025-01,438268.3,-0.12
2025-01,FROZEN ITEMS,french fries,french fry hungritos 2.5kg,4199.0,2025-01,438268.3,0.96
2025-01,FROZEN ITEMS,french fries,French Fries 6mm-Hungritos,1617.0,2025-01,438268.3,0.37
2025-01,FROZEN ITEMS,frozen sweet corn,Frozen Sweet Corn-Pal Fresh,1050.0,2025-01,438268.3,0.24
2025-01,FROZEN ITEMS,potato pops,POTATO POPS,19.879999999999995,2025-01,438268.3,0.0
2025-01,FROZEN ITEMS,potato wedges,potato wedges,725.0900000000001,2025-01,438268.3,0.17
2025-01,FRUITS,apple,DVC Green Apple 750 ML,253.69999999999982,2025-01,438268.3,0.06
2025-01,FRUITS,chicku pulp,Berry Fresh Chicku Pulp,588.0,2025-01,438268.3,0.13
2025-01,FRUITS,pineapple,Pineapple slice-Tajir Habit-850g,771.75,2025-01,438268.3,0.18
2025-01,FRUITS,pineapple,pineapple,120.0,2025-01,438268.3,0.03
2025-01,FRUITS,tender coconut pulp,Berry Fresh Tender Coconut Pulp,185.0,2025-01,438268.3,0.04
2025-01,FRUITS,watermelon,DVC Watermelon Syrup 750 ml,101.47999999999996,2025-01,438268.3,0.02
2025-01,KITCHEN EQUIPMENT & UTENSILS,tripod,Tripod,-675.0,2025-01,438268.3,-0.15
2025-01,MASALA & SEASONINGS,aromat seasoning,Aromat Seasoning Powder,258.0,2025-01,438268.3,0.06
2025-01,MASALA & SEASONINGS,bbq mix,BBQ Mix Masala,1860.0,2025-01,438268.3,0.42
2025-01,MASALA & SEASONINGS,bbq mix,bbq mix,-1488.0,2025-01,438268.3,-0.34
2025-01,MASALA & SEASONINGS,chilli flakes,Chilli Flakes,-308.0,2025-01,438268.3,-0.07
2025-01,MASALA & SEASONINGS,chilly flakes,chilly flakes sachet,513.0,2025-01,438268.3,0.12
2025-01,MASALA & SEASONINGS,chilly flakes,chilly flakes 500gm,150.0,2025-01,438268.3,0.03
2025-01,MASALA & SEASONINGS,chilly flakes,CHILLY FLAKES SACHET 0.8GM,-98.8,2025-01,438268.3,-0.02
2025-01,MASALA & SEASONINGS,herb mix,Chettinad Mix,358.04999999999995,2025-01,438268.3,0.08
2025-01,MASALA & SEASONINGS,herb mix,Herb Mix Masla,-637.5,2025-01,438268.3,-0.15
2025-01,MASALA & SEASONINGS,mexican mix,mexican mix,1653.0,2025-01,438268.3,0.38
2025-01,MASALA & SEASONINGS,oregano,OREGANO SACHET 0.8GM,1602.5000000000002,2025-01,438268.3,0.37
2025-01,MASALA & SEASONINGS,oregano,Oregano Sprinkler 500g,1364.1599999999999,2025-01,438268.3,0.31
2025-01,MASALA & SEASONINGS,piri piri marinade,Piri Piri Marinade 1KG,560.99,2025-01,438268.3,0.13
2025-01,MASALA & SEASONINGS,salt,Salt,-28.0,2025-01,438268.3,-0.01
2025-01,MASALA & SEASONINGS,tandoori masala,Tandoori mix Masala,513.5,2025-01,438268.3,0.12
2025-01,MEAT & POULTRY,boneless chicken,bonless chicken,13559.03,2025-01,438268.3,3.09
2025-01,MEAT & POULTRY,boneless chicken,Boneless Chicken,2825.98,2025-01,438268.3,0.64
2025-01,MEAT & POULTRY,chicken burger pattis,Chicken burger pattis,1204.0,2025-01,438268.3,0.27
2025-01,MEAT & POULTRY,chicken burger pattis,Veg burger pattis,260.1,2025-01,438268.3,0.06
2025-01,MEAT & POULTRY,chicken kheema,chicken kheema masala,650.0,2025-01,438268.3,0.15
2025-01,MEAT & POULTRY,chicken kheema,Chicken Kheema  Masala,-651.0,2025-01,438268.3,-0.15
2025-01,MEAT & POULTRY,chicken pepperoni,chicken pepperoni,173.0,2025-01,438268.3,0.04
2025-01,MEAT & POULTRY,chicken popcorn,chicken popcorn,60.0,2025-01,438268.3,0.01
2025-01,MEAT & POULTRY,chicken salami,Zippy Chicken Salami,493.9200000000001,2025-01,438268.3,0.11
2025-01,MEAT & POULTRY,lamb pepperoni,Lamp Pepperoni,0.0,2025-01,438268.3,0.0
2025-01,MEAT & POULTRY,staff chicken,staff chicken,600.0,2025-01,438268.3,0.14
2025-01,MEAT & POULTRY,whole chicken,sumeru chicken pop corn,-626.0,2025-01,438268.3,-0.14
2025-01,OILS,mustard oil,Mustard Oil,117.6,2025-01,438268.3,0.03
2025-01,OILS,olive oil,habit olive oil,553.5,2025-01,438268.3,0.13
2025-01,OILS,palm oil,oil,804.0,2025-01,438268.3,0.18
2025-01,PACKAGING MATERIALS,bio bag,bio cup,-250.0,2025-01,438268.3,-0.06
2025-01,PACKAGING MATERIALS,burger box,Mini Burger Box,234.0,2025-01,438268.3,0.05
2025-01,PACKAGING MATERIALS,butter paper,butter paper,105.0,2025-01,438268.3,0.02
2025-01,PACKAGING MATERIALS,catering cap,Catering Cap,80.0,2025-01,438268.3,0.02
2025-01,PACKAGING MATERIALS,french fries box,French Fries Box,-96.29999999999995,2025-01,438268.3,-0.02
2025-01,PACKAGING MATERIALS,garlic bread box,Garlic Bread Box,435.0,2025-01,438268.3,0.1
2025-01,PACKAGING MATERIALS,large pizza box,Large Pizza Box,920.6999999999998,2025-01,438268.3,0.21
2025-01,PACKAGING MATERIALS,medium pizza box,Medium Pizza Box,2250.0,2025-01,438268.3,0.51
2025-01,PACKAGING MATERIALS,paper glass,mocktail glass,800.0,2025-01,438268.3,0.18
2025-01,PACKAGING MATERIALS,paper glass,Paper Glass,150.0,2025-01,438268.3,0.03
2025-01,PACKAGING MATERIALS,paper glass,Moktails Glass,-304.0,2025-01,438268.3,-0.07
2025-01,PACKAGING MATERIALS,paper straw,Paper Straw Big,-22.5,2025-01,438268.3,-0.01
2025-01,PACKAGING MATERIALS,paper straw,Paper Straw Small,-70.0,2025-01,438268.3,-0.02
2025-01,PACKAGING MATERIALS,pasta container,Pasta Container Black,1020.3,2025-01,438268.3,0.23
2025-01,PACKAGING MATERIALS,regular pizza box,Regular Pizza Box,3833.5,2025-01,438268.3,0.87
2025-01,PACKAGING MATERIALS,salad bowl,Salad Bowl 500ml,628.8,2025-01,438268.3,0.14
2025-01,PACKAGING MATERIALS,salad bowl,Salad Bowl 250ml,210.0,2025-01,438268.3,0.05
