Month_code,Order_Date,Category,Item_Name,Sales_Amount,Qty
2026-01,2026-01-28,Combos,2 Medium Non-veg@759,1803.92,2.0
2026-01,2026-01-28,Combos,Super Saver Meal Medium,1047.92,2.0
2026-01,2026-01-28,Combos,Combo Delight Non-veg,396.88,2.0
2026-01,2026-01-28,Combos,Super Saver Meal Regular,313.96,1.0
2026-01,2026-01-28,Garlic Bread,Garlic Bread With Cheese,325.52,2.0
2026-01,2026-01-28,Garlic Bread,Garlic Bread Supreme[non-veg],194.26,1.0
2026-01,2026-01-28,Mojitos,Blue Mojito,415.82,4.0
2026-01,2026-01-28,Mojitos,Passion Fruit,207.9,2.0
2026-01,2026-01-28,Mojitos,Water Melon,103.96,1.0
2026-01,2026-01-28,Munchies,Loaded Fries,582.76,3.0
2026-01,2026-01-28,Munchies,French Fries,99.76,1.0
2026-01,2026-01-28,Non Veg Pizza,Butter Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-28,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),514.52,2.0
2026-01,2026-01-28,Non Veg Pizza,Schezwan Chicken (9 Inch),498.76,1.0
2026-01,2026-01-28,Non Veg Pizza,BBQ & Onion Pizza (9 Inch),467.26,1.0
2026-01,2026-01-28,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-28,Non Veg Pizza,Tandoori Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-28,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-28,Pasta,Chicken Pasta,577.52,2.0
2026-01,2026-01-28,Pasta,Veg Pasta,257.26,1.0
2026-01,2026-01-28,Salad,Greek Salad,187.94,1.0
2026-01,2026-01-28,Shakes & Juices,Fresh Lime Juice,42.0,1.0
2026-01,2026-01-28,Soft Drinks,Soft Drink,30.0,1.0
2026-01,2026-01-28,Soft Drinks,7up 250ml Pet,20.0,1.0
2026-01,2026-01-28,Veg Pizza,Supreme Veg Pizza (9 Inch),498.76,1.0
2026-01,2026-01-28,Veg Pizza,Veg Tandoori Paneer Pizza (9 Inch),498.76,1.0
2026-01,2026-01-28,Veg Pizza,Supreme Veg Pizza (7 Inch),355.96,1.0
2026-01,2026-01-28,Veg Pizza,Hungarian Street Pizza (7 Inch),246.76,1.0
2026-01,2026-01-28,Veg Pizza,Margherita Pizza (7 Inch),141.76,1.0
2026-01,2026-01-29,Burger,Veg Burger,189.0,2.0
2026-01,2026-01-29,Burger,Regular Chicken Burger,110.26,1.0
2026-01,2026-01-29,Combos,2 Regular Non-veg@409,1288.3799999999999,3.0
2026-01,2026-01-29,Combos,2 Medium Non-veg@759,796.96,1.0
2026-01,2026-01-29,Combos,2 Regular Veg@349,732.92,2.0
2026-01,2026-01-29,Combos,Super Saver Meal Regular,313.96,1.0
2026-01,2026-01-29,Desserts,Brownie,241.5,2.0
2026-01,2026-01-29,Desserts,Brownie With Ice Cream,198.44,1.0
2026-01,2026-01-29,Garlic Bread,Garlic Bread,378.0,3.0
2026-01,2026-01-29,Garlic Bread,Garlic Bread With Cheese,325.52,2.0
2026-01,2026-01-29,Mojitos,Passion Fruit,311.86,3.0
2026-01,2026-01-29,Mojitos,Blue Mojito,103.96,1.0
2026-01,2026-01-29,Mojitos,Fresh Garden Mint,103.96,1.0
2026-01,2026-01-29,Mojitos,Water Melon,103.96,1.0
2026-01,2026-01-29,Munchies,French Fries,498.8,5.0
2026-01,2026-01-29,Munchies,Cheesy Fries,488.26,3.0
2026-01,2026-01-29,Munchies,Chicken Nuggets,409.5,3.0
2026-01,2026-01-29,Munchies,Loaded Fries,388.52,2.0
2026-01,2026-01-29,Munchies,Hot Garlic Dip,31.5,1.0
2026-01,2026-01-29,Non Veg Pizza,Schezwan Chicken (12 Inch),782.26,1.0
2026-01,2026-01-29,Non Veg Pizza,Spanish Passion Pizza (12 Inch),761.26,1.0
2026-01,2026-01-29,Non Veg Pizza,Mexicana Pizza (12 Inch),719.26,1.0
2026-01,2026-01-29,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),514.52,2.0
2026-01,2026-01-29,Non Veg Pizza,Bbq Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-29,Non Veg Pizza,Mexicana Pizza (9 Inch),498.76,1.0
2026-01,2026-01-29,Non Veg Pizza,Red Indian Pizza (9 Inch),498.76,1.0
2026-01,2026-01-29,Non Veg Pizza,Schezwan Chicken (9 Inch),498.76,1.0
2026-01,2026-01-29,Non Veg Pizza,Tandoori Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-29,Non Veg Pizza,5 Chicken Pizza (7 Inch),330.76,1.0
2026-01,2026-01-29,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-29,Non Veg Pizza,Butter Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-29,Non Veg Pizza,Chicken Tikka Butter Masala (7 Inch),313.96,1.0
2026-01,2026-01-29,Non Veg Pizza,Schezwan Chicken (7 Inch),313.96,1.0
2026-01,2026-01-29,Pasta,Chicken Pasta,866.26,3.0
2026-01,2026-01-29,Pasta,Veg Pasta,257.26,1.0
2026-01,2026-01-29,Shakes & Juices,Tender Coconut,297.0,3.0
2026-01,2026-01-29,Shakes & Juices,Fresh Lime Juice,210.0,5.0
2026-01,2026-01-29,Shakes & Juices,Pineapple Juice,168.0,2.0
2026-01,2026-01-29,Shakes & Juices,Chocolate Shake,99.0,1.0
2026-01,2026-01-29,Shakes & Juices,Chikku Shake,89.0,1.0
2026-01,2026-01-29,Shakes & Juices,Grapes Juice,84.0,1.0
2026-01,2026-01-29,Soft Drinks,Pizza Upgrade,120.76,2.0
2026-01,2026-01-29,Soft Drinks,7up@40rs,80.0,2.0
2026-01,2026-01-29,Soft Drinks,Pepsi 330ml Can,80.0,2.0
2026-01,2026-01-29,Soft Drinks,7up @50rs,50.0,1.0
2026-01,2026-01-29,Soft Drinks,Pepsi@50rs,50.0,1.0
2026-01,2026-01-29,Soft Drinks,Soft Drink,30.0,1.0
2026-01,2026-01-29,Sundaes,Nutty Vanilla,183.76,1.0
2026-01,2026-01-29,Veg Pizza,Paneer Tikka Butter Masala (9 Inch),498.76,1.0
2026-01,2026-01-29,Veg Pizza,Supreme Veg Pizza (7 Inch),313.96,1.0
2026-01,2026-01-29,Veg Pizza,Margherita Pizza (9 Inch),309.76,1.0
2026-01,2026-01-29,Veg Pizza,Plain Cheese Pizza (9 Inch),309.76,1.0
2026-01,2026-01-29,Veg Pizza,5 Cheese Pizza (7 Inch),246.76,1.0
2026-01,2026-01-29,Veg Pizza,Mushroom Delight Pizza (7 Inch),215.26,1.0
2026-01,2026-01-30,Combos,Delicious Combo Delight Regular,471.46,1.0
2026-01,2026-01-30,Combos,2 Regular Non-veg@409,429.46,1.0
2026-01,2026-01-30,Combos,Combo Delight Non-veg,198.44,1.0
2026-01,2026-01-30,Desserts,Brownie With Ice Cream,198.44,1.0
2026-01,2026-01-30,Desserts,Brownie,120.76,1.0
2026-01,2026-01-30,Garlic Bread,Garlic Bread With Cheese,325.52,2.0
2026-01,2026-01-30,Garlic Bread,Garlic Bread,126.0,1.0
2026-01,2026-01-30,Mojitos,Strawberry,103.96,1.0
2026-01,2026-01-30,Munchies,Loaded Fries,388.5,2.0
2026-01,2026-01-30,Munchies,Chicken Nuggets,136.5,1.0
2026-01,2026-01-30,Munchies,French Fries,99.76,1.0
2026-01,2026-01-30,Non Veg Pizza,Bbq Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-30,Non Veg Pizza,Hot Treat Pizza (12 Inch),719.26,1.0
2026-01,2026-01-30,Non Veg Pizza,Hot Chicken Pizza (12 Inch),687.76,1.0
2026-01,2026-01-30,Non Veg Pizza,Bbq Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-30,Non Veg Pizza,Butter Chicken Pizza (9 Inch),498.76,1.0
2026-01,2026-01-30,Non Veg Pizza,Chicken Tikka Butter Masala (9 Inch),498.76,1.0
2026-01,2026-01-30,Non Veg Pizza,Cheese N Corn Chicken (9 Inch),467.26,1.0
2026-01,2026-01-30,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-30,Non Veg Pizza,Schezwan Chicken (7 Inch),313.96,1.0
2026-01,2026-01-30,Non Veg Pizza,Tandoori Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-30,Non Veg Pizza,BBQ & Onion Pizza (7 Inch),257.26,1.0
2026-01,2026-01-30,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-30,Pasta,Veg Pasta,257.26,1.0
2026-01,2026-01-30,Salad,Cheese N Macaroni Salad,166.96,1.0
2026-01,2026-01-30,Salad,Coleslaw Salad,145.96,1.0
2026-01,2026-01-30,Shakes & Juices,Pineapple Juice,168.0,2.0
2026-01,2026-01-30,Shakes & Juices,Mint Lime Juice,141.76,3.0
2026-01,2026-01-30,Soft Drinks,Mdew@40rs,40.0,1.0
2026-01,2026-01-30,Soft Drinks,Mdew 250ml Pet,20.0,1.0
2026-01,2026-01-30,Soft Drinks,Pepsi 250ml Pet,20.0,1.0
2026-01,2026-01-30,Veg Pizza,Supreme Veg Pizza (12 Inch),719.26,1.0
2026-01,2026-01-30,Veg Pizza,Veg Tandoori Paneer Pizza (7 Inch),371.7,1.0
2026-01,2026-01-30,Veg Pizza,Veg Bite Pizza (7 Inch),215.26,1.0
2026-01,2026-01-30,Veg Pizza,Margherita Pizza (7 Inch),141.76,1.0
2026-01,2026-01-31,Burger,Burger Combo @ 199,417.88,2.0
2026-01,2026-01-31,Burger,Regular Chicken Burger,330.76,3.0
2026-01,2026-01-31,Burger,Veg Burger,283.5,3.0
2026-01,2026-01-31,Combos,2 Regular Non-veg@409,1288.3799999999999,3.0
2026-01,2026-01-31,Combos,Non Veg Meal For 4,870.46,1.0
2026-01,2026-01-31,Combos,2 Medium Non-veg@759,849.46,1.0
2026-01,2026-01-31,Combos,Super Saver Meal Regular,627.92,2.0
2026-01,2026-01-31,Combos,Super Saver Meal Medium,523.96,1.0
2026-01,2026-01-31,Combos,Combo Delight Non-veg,198.44,1.0
2026-01,2026-01-31,Garlic Bread,Garlic Bread,126.0,1.0
2026-01,2026-01-31,Mojitos,Fresh Garden Mint,103.96,1.0
2026-01,2026-01-31,Mojitos,Green Apple,103.96,1.0
2026-01,2026-01-31,Munchies,French Fries,598.54,6.0
2026-01,2026-01-31,Munchies,Loaded Fries,194.26,1.0
2026-01,2026-01-31,Non Veg Pizza,Tandoori Chicken Pizza (12 Inch),719.26,1.0
2026-01,2026-01-31,Non Veg Pizza,Chicken Pepperoni (7 Inch),661.5,2.0
2026-01,2026-01-31,Non Veg Pizza,Cheese N Corn Chicken (7 Inch),514.52,2.0
2026-01,2026-01-31,Non Veg Pizza,Hot Treat Pizza (9 Inch),498.76,1.0
2026-01,2026-01-31,Non Veg Pizza,Meat Feast Pizza (7 Inch),330.76,1.0
2026-01,2026-01-31,Non Veg Pizza,Bbq Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-31,Non Veg Pizza,Butter Chicken Pizza (7 Inch),313.96,1.0
2026-01,2026-01-31,Non Veg Pizza,Hot Treat Pizza (7 Inch),313.96,1.0
2026-01,2026-01-31,Non Veg Pizza,Hot Chicken Pizza (7 Inch),257.26,1.0
2026-01,2026-01-31,Pasta,Chicken Pasta,288.76,1.0
2026-01,2026-01-31,Salad,Greek Salad,187.94,1.0
2026-01,2026-01-31,Shakes & Juices,Pineapple Juice,252.0,3.0
2026-01,2026-01-31,Shakes & Juices,Mint Lime Juice,189.01999999999998,4.0
2026-01,2026-01-31,Shakes & Juices,Chikku Shake,178.0,2.0
2026-01,2026-01-31,Shakes & Juices,Chocolate Shake,99.0,1.0
2026-01,2026-01-31,Shakes & Juices,Tender Coconut,99.0,1.0
2026-01,2026-01-31,Shakes & Juices,Fresh Lime Juice,84.0,2.0
2026-01,2026-01-31,Soft Drinks,7up 250ml Pet,60.0,3.0
2026-01,2026-01-31,Soft Drinks,Soft Drink,55.0,1.0
2026-01,2026-01-31,Soft Drinks,7up @50rs,50.0,1.0
2026-01,2026-01-31,Soft Drinks,Mdew 330ml Can,40.0,1.0
2026-01,2026-01-31,Soft Drinks,Pepsi 250ml Pet,40.0,2.0
2026-01,2026-01-31,Soft Drinks,Pepsi 330ml Can,40.0,1.0
2026-01,2026-01-31,Soft Drinks,Slice 200ml,20.0,1.0
2026-01,2026-01-31,Veg Pizza,Supreme Veg Pizza (7 Inch),313.96,1.0
2026-01,2026-01-31,Veg Pizza,Veg Tandoori Paneer Pizza (7 Inch),313.96,1.0
2026-01,2026-01-31,Veg Pizza,Mushroom Delight Pizza (7 Inch),215.26,1.0
2026-01,2026-01-31,Veg Pizza,Margherita Pizza (7 Inch),141.76,1.0
